the_geom,shape_leng,boroname,ntaname
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94894926078035, 40.60195392402286], [-73.94987458880875, 40.60185315696847], [-73.95080167613067, 40.601749727377815], [-73.9518344852117, 40.60163707700523], [-73.9530366795168, 40.60150590938762], [-73.95348473346691, 40.603890647765816], [-73.95392245016285, 40.60621661031639], [-73.95272420043507, 40.60634895094376], [-73.95169115449102, 40.60646245571373], [-73.95076435789878, 40.60656497418869], [-73.94983714662644, 40.606666773513545], [-73.94939862123182, 40.604343477904756], [-73.94894926078035, 40.60195392402286]]]]}",5761.25968585,Brooklyn,Madison
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90879898826837, 40.69584486209633], [-73.91035644513411, 40.694259624883266], [-73.91180565427025, 40.692785082754625], [-73.91255469973726, 40.6932120203087], [-73.91331306228413, 40.693632242459486], [-73.91405670859827, 40.694068468239635], [-73.91480825343996, 40.69449685206576], [-73.91502132211853, 40.69461706745646], [-73.91506798842843, 40.69464339617306], [-73.91556201290929, 40.69492212544741], [-73.91411389259606, 40.69639802130617], [-73.91255555465422, 40.6979817596131], [-73.91180580475849, 40.697554461137656], [-73.91104844581487, 40.69712663035412], [-73.91030271508403, 40.696699442568615], [-73.90955039260257, 40.696271470261], [-73.90879898826837, 40.69584486209633]]]]}",5385.05187483,Brooklyn,Bushwick North
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94451833304542, 40.619713647094784], [-73.94551663574784, 40.61960561195174], [-73.94651373127873, 40.61949401914967], [-73.94744366751976, 40.61939311187629], [-73.94836912170449, 40.61929125925147], [-73.94881988922987, 40.62168184760949], [-73.94927380969362, 40.62407238991434], [-73.9483463863166, 40.62417451093051], [-73.94742038076488, 40.62427596622324], [-73.94642266064318, 40.624385567286446], [-73.94542442897408, 40.62449560959825], [-73.9449703134899, 40.622104512435065], [-73.94451833304542, 40.619713647094784]]]]}",5679.86383198,Brooklyn,Midwood
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93617169991664, 40.68862674768565], [-73.9390961618172, 40.68828890155322], [-73.94193245081841, 40.687962958755136], [-73.94207684924386, 40.688697202983484], [-73.94222203471806, 40.6894279788675], [-73.9423693268267, 40.69015994466503], [-73.94251587862578, 40.69089200097046], [-73.93968061541337, 40.69121871451269], [-73.93675794449723, 40.69155615258102], [-73.9366119070993, 40.69082209165733], [-73.9364673134326, 40.690090758456115], [-73.93632030277564, 40.689354003314385], [-73.93617169991664, 40.68862674768565]]]]}",5389.74576592,Brooklyn,Stuyvesant Heights
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91556201290929, 40.69492212544741], [-73.91506798842843, 40.69464339617306], [-73.91502132211853, 40.69461706745646], [-73.91480825343996, 40.69449685206576], [-73.91548438821229, 40.69380830299468], [-73.91556526900833, 40.693725936342865], [-73.91625677767455, 40.69302171204562], [-73.91779027670788, 40.69145946415024], [-73.91862072981169, 40.69180831908658], [-73.91896053011187, 40.691946436336295], [-73.91924112830338, 40.692060487274006], [-73.9193040975442, 40.69208608139619], [-73.91945993255597, 40.69214942012312], [-73.92006225824748, 40.69238952934447], [-73.9201046954664, 40.69240644575049], [-73.92030064171809, 40.69248455560279], [-73.92115385566042, 40.69279669397854], [-73.91927079183588, 40.69473110426807], [-73.91839222279421, 40.69562405410304], [-73.91781824895689, 40.69620786264961], [-73.91769867114172, 40.696139745330726], [-73.91760570498232, 40.696086786560045], [-73.91750809643551, 40.696031183987095], [-73.91743326144247, 40.69598855407279], [-73.91736166599597, 40.69594776856697], [-73.91728545099429, 40.69590435253164], [-73.9170716303827, 40.69578254612303], [-73.91691887420782, 40.69569567216789], [-73.91686074421116, 40.69566261338582], [-73.91677235158907, 40.69561234270602], [-73.91670957662276, 40.69557664159624], [-73.91661144267569, 40.695520831484124], [-73.91655004872202, 40.69548591514816], [-73.91631325673524, 40.69535124633652], [-73.91556201290929, 40.69492212544741]]]]}",5025.01521984,Brooklyn,Bushwick South
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9423117585933, 40.60826819732584], [-73.94154700777685, 40.607582288304904], [-73.94116729880949, 40.60724379628829], [-73.94050812697783, 40.606642403762905], [-73.94003133542176, 40.60620314169837], [-73.9392097868506, 40.60547889853825], [-73.93991672776626, 40.60538600315016], [-73.94084264807431, 40.60528503086278], [-73.94177070565412, 40.605183015696845], [-73.94276896191587, 40.60507244734215], [-73.94376581111696, 40.604960904996524], [-73.94469321871962, 40.604862108105465], [-73.94561989542854, 40.604758360607214], [-73.94605865698057, 40.60708243597965], [-73.94513211705154, 40.607183269888395], [-73.94559791936187, 40.6096430861711], [-73.94467206530891, 40.6097433941642], [-73.94412113158111, 40.609805066135245], [-73.94364091185486, 40.60985881739124], [-73.94354698000075, 40.60934655519563], [-73.9423117585933, 40.60826819732584]]]]}",6411.19290432,Brooklyn,Madison
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95503698247002, 40.618557804042865], [-73.95472880198196, 40.616881435887606], [-73.95458660242568, 40.616169392608015], [-73.95578652571822, 40.61603654626587], [-73.95672887967977, 40.61593240017048], [-73.95769451141982, 40.61582820935121], [-73.95865526099095, 40.61572147797296], [-73.95897636061576, 40.617409718174756], [-73.9591070449443, 40.618113350581986], [-73.95814639385318, 40.61821719437748], [-73.95817963540057, 40.618408242969934], [-73.9583099971833, 40.619105816242595], [-73.95840173758079, 40.6195836750337], [-73.95859677151094, 40.620608096363306], [-73.957632052433, 40.62071394305225], [-73.95668950214922, 40.620817862580616], [-73.95549070038507, 40.62095009671464], [-73.95503698247002, 40.618557804042865]]]]}",5802.05822168,Brooklyn,Midwood
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00830383413292, 40.61256800004551], [-74.00862109588185, 40.612260782072674], [-74.00888340274324, 40.61200677918839], [-74.00951152113721, 40.611406153084], [-74.01039737511704, 40.610553895106165], [-74.01095560796476, 40.61001682697432], [-74.01127852809675, 40.60970614324748], [-74.0130231768455, 40.608030421128326], [-74.01469487567549, 40.60642428369996], [-74.01549855009637, 40.60684152427694], [-74.01623636729718, 40.60723326610036], [-74.01701910088792, 40.60765441697125], [-74.01522379433108, 40.60935638411848], [-74.01348255850198, 40.61103739791972], [-74.01171201489785, 40.612735029187625], [-74.01108648104116, 40.61333904420227], [-74.01050403587408, 40.613896611492514], [-74.01019858717072, 40.613712166889044], [-74.00830383413292, 40.61256800004551]]]]}",7327.42686795,Brooklyn,Bath Beach
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93315984132026, 40.611381331581825], [-73.93390125797748, 40.610899728806416], [-73.93462114587392, 40.61044196444857], [-73.93616523020735, 40.61182507053485], [-73.93643804226942, 40.61206942502865], [-73.9367140426384, 40.61231740980342], [-73.93825493972989, 40.61370188059768], [-73.93754231444727, 40.61416486792669], [-73.93680051412336, 40.614642720400276], [-73.93605774303619, 40.61512319639319], [-73.93534816207313, 40.615584559463954], [-73.93379749185921, 40.614195100888345], [-73.93352711273486, 40.61395282162626], [-73.93325403211934, 40.613707595495995], [-73.93171046494989, 40.61232138994289], [-73.93242269670282, 40.611858573467565], [-73.93315984132026, 40.611381331581825]]]]}",5236.66077202,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92572164989693, 40.644673383913606], [-73.92668924672725, 40.644613552514244], [-73.92765995023937, 40.64455306726383], [-73.92859396596695, 40.644494666595115], [-73.92959986320591, 40.64443271943727], [-73.92974213614676, 40.64574338429319], [-73.92980243889905, 40.646320077427426], [-73.92999915467311, 40.648181064137816], [-73.92929013141423, 40.64822492622821], [-73.9289937091178, 40.64824325832666], [-73.92806117938258, 40.64830104114668], [-73.92708972403916, 40.64836071026979], [-73.92611941480727, 40.64842023706381], [-73.92592240468412, 40.64655965730532], [-73.92576233149421, 40.64505558151845], [-73.92572164989693, 40.644673383913606]]]]}",4899.59694592,Brooklyn,Rugby-Remsen Village
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94169393104794, 40.67474789852109], [-73.9417755136238, 40.67385884275463], [-73.94185986279177, 40.6729683933976], [-73.94194505140898, 40.67207733098879], [-73.94471040033147, 40.672228413160376], [-73.94748050653838, 40.67237964713722], [-73.94739574630316, 40.673271676555345], [-73.94731223877704, 40.674161887708216], [-73.94722949801006, 40.675052711204295], [-73.94446183290735, 40.67490674942093], [-73.94169393104794, 40.67474789852109]]]]}",5030.77696399,Brooklyn,Crown Heights North
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96816303924855, 40.611951843579625], [-73.96829002949627, 40.611936267497846], [-73.96842220291653, 40.61192005458206], [-73.96952014296913, 40.61178029291306], [-73.97045160320961, 40.61170363079829], [-73.97137851061542, 40.61160238652003], [-73.97239812034097, 40.611490187101865], [-73.97348373564776, 40.61137106120137], [-73.97451543928018, 40.61125680143393], [-73.97458407480241, 40.61161357623686], [-73.97477658040467, 40.61263847542963], [-73.97489295756635, 40.613186368916644], [-73.97497264664409, 40.61366811017183], [-73.97517176991676, 40.61472418638367], [-73.97399319461395, 40.61402989373997], [-73.97290326943252, 40.61415296888713], [-73.97188096069814, 40.61426576549255], [-73.97095543469057, 40.614368798335974], [-73.97002975185498, 40.61446956305112], [-73.96893331455703, 40.61459087833389], [-73.96865662785416, 40.6146214921716], [-73.96837620639091, 40.614652321768396], [-73.96728599074099, 40.61477218213299], [-73.96678232523259, 40.61210945745253], [-73.96788811186798, 40.611983393216974], [-73.96816303924855, 40.611951843579625]]]]}",6721.50846539,Brooklyn,Ocean Parkway South
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9317317921372, 40.617926921394485], [-73.93248727385684, 40.617431702361465], [-73.93320457580427, 40.61697044225128], [-73.93501858675283, 40.61860011051676], [-73.93686699540793, 40.620253281232394], [-73.93633573001148, 40.620610944258296], [-73.9361499655518, 40.62071803086916], [-73.93538014766979, 40.62121557027864], [-73.93454349053722, 40.62175725605437], [-73.93400697651639, 40.62211426633255], [-73.93376053422068, 40.62227519115165], [-73.9331000693046, 40.62269392908268], [-73.9321951234809, 40.62326916455695], [-73.93195075799093, 40.62106027777608], [-73.93169293748228, 40.618653024596725], [-73.93163061347371, 40.61809654657856], [-73.9317317921372, 40.617926921394485]]]]}",5765.93730162,Brooklyn,Flatlands
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9428895406154, 40.60031864969622], [-73.94283742407704, 40.600045693639444], [-73.94278946000966, 40.59979454990714], [-73.94248473340741, 40.59820036561234], [-73.94341159130691, 40.59809781505673], [-73.94387596479534, 40.59804616334439], [-73.9443392262397, 40.59799462615248], [-73.94479667452052, 40.59794473278826], [-73.94526519230124, 40.59789362694904], [-73.94543178268721, 40.59876121624505], [-73.94561084934067, 40.599705724108354], [-73.94566886811036, 40.60001176686964], [-73.94574628739123, 40.60042079423799], [-73.94584715271276, 40.60095373497191], [-73.94586617572816, 40.60105421501967], [-73.94600677168553, 40.60179704976838], [-73.94603166528474, 40.601928546537074], [-73.94609624165321, 40.602269685425426], [-73.94516877599689, 40.602369403300564], [-73.94523348909587, 40.602712100076715], [-73.94542657132088, 40.6037346271441], [-73.94561989542854, 40.604758360607214], [-73.94469321871962, 40.604862108105465], [-73.94376581111696, 40.604960904996524], [-73.94367135643377, 40.60446052020568], [-73.94331542824324, 40.602574931019554], [-73.94301836254951, 40.60100113898821], [-73.9428895406154, 40.60031864969622]]]]}",6539.23873077,Brooklyn,Madison
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.88838556471705, 40.66133773863623], [-73.88919997579814, 40.66098808100298], [-73.89001492663942, 40.66063583315393], [-73.89083184286315, 40.660283968380355], [-73.89164919956768, 40.65993257633927], [-73.89246408790068, 40.65958027537734], [-73.89327894253923, 40.65923017428115], [-73.89469022426992, 40.66112612756617], [-73.89494951237482, 40.66101606947276], [-73.89515162431081, 40.66131355922689], [-73.89553070809032, 40.66294485740158], [-73.89462796527656, 40.6630795619218], [-73.8936501232994, 40.6632233120268], [-73.8926613110503, 40.66336921357695], [-73.89173786762021, 40.66350745098548], [-73.89082995434603, 40.66364167069124], [-73.88990669497632, 40.663778289998135], [-73.88978541639021, 40.66329546134351], [-73.88838556471705, 40.66133773863623]]]]}",5742.49257142,Brooklyn,East New York (Pennsylvania Ave)
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94076893329961, 40.6821008390389], [-73.94062005382142, 40.68137013060522], [-73.94047635005943, 40.68063569542302], [-73.94032793896038, 40.67988997506434], [-73.94120864299748, 40.679938353752206], [-73.94326176928656, 40.68005060712661], [-73.94397347804971, 40.680088128929626], [-73.94627470970133, 40.68021332642698], [-73.9462867460403, 40.68071878149474], [-73.94635671223884, 40.681058236762546], [-73.94643715447481, 40.68144855623871], [-73.9465805842019, 40.68218066046959], [-73.94374461154082, 40.68250758269978], [-73.9409133427312, 40.682833617234344], [-73.94076893329961, 40.6821008390389]]]]}",5051.01894821,Brooklyn,Bedford
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93320457580427, 40.61697044225128], [-73.93391769578318, 40.616508788755795], [-73.93463319271184, 40.61604760862402], [-73.93534816207313, 40.615584559463954], [-73.93605774303619, 40.61512319639319], [-73.93787509099654, 40.61675674794439], [-73.9397167155042, 40.61840609588911], [-73.93949341896213, 40.61855079052495], [-73.93900236311202, 40.618867271295045], [-73.93864732350123, 40.619097246400706], [-73.9382880233995, 40.61932901989138], [-73.93781351892383, 40.619652096372704], [-73.93757616339336, 40.61979552855867], [-73.93696272673385, 40.62019914053266], [-73.93686699540793, 40.620253281232394], [-73.93501858675283, 40.61860011051676], [-73.93320457580427, 40.61697044225128]]]]}",5217.26457153,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93580780201182, 40.80949763825765], [-73.93586263420018, 40.80943020292137], [-73.93625936035667, 40.808855608725736], [-73.93671827467928, 40.808220478726824], [-73.93695924314586, 40.80789622167864], [-73.93718011798988, 40.80759900086058], [-73.93763439424363, 40.80697460692187], [-73.93808666916728, 40.806353011910986], [-73.93854407929403, 40.8057296529329], [-73.93869430486176, 40.80579102921089], [-73.94015793743944, 40.80640908964357], [-73.9417714010389, 40.80708900034937], [-73.94131742369481, 40.80771334638104], [-73.94086063175601, 40.8083342675993], [-73.94040344902201, 40.80895809564562], [-73.93994875977052, 40.809581418032636], [-73.93949397473773, 40.8102088095332], [-73.93901753248453, 40.81085655687416], [-73.93740733660461, 40.81017561140126], [-73.93580780201182, 40.80949763825765]]]]}",5176.87275706,Manhattan,Central Harlem North-Polo Grounds
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90051316964491, 40.6296878238662], [-73.90125410308625, 40.62920622593633], [-73.9019649388809, 40.628745451870195], [-73.90238728790185, 40.62859916141252], [-73.90322264952759, 40.62897004548553], [-73.90403819315304, 40.62933742986861], [-73.90448104615395, 40.629539505574506], [-73.9048537748102, 40.629708490757785], [-73.90570990294167, 40.63009134061923], [-73.90651965975519, 40.630457811670524], [-73.90702573027552, 40.63068390076905], [-73.90735138910517, 40.63083035455297], [-73.90703219298686, 40.63109298578313], [-73.90631947017575, 40.6315495383078], [-73.90596007422222, 40.63178145308608], [-73.90560209628029, 40.632012448336454], [-73.90524602989046, 40.632243409533004], [-73.90489168772496, 40.6324732532981], [-73.90453331116326, 40.63270471429542], [-73.90414936533871, 40.632952685761495], [-73.90233028311982, 40.63132039451459], [-73.90051316964491, 40.6296878238662]]]]}",4996.86858358,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94282892246841, 40.66284748566933], [-73.94420751436117, 40.66276115470153], [-73.94502217926419, 40.66271524252619], [-73.94561371405695, 40.66267566729085], [-73.94791392928235, 40.6625336399175], [-73.94974014723978, 40.6624201208041], [-73.95011282349051, 40.662396951232694], [-73.95081041735997, 40.66235357725821], [-73.95369968725231, 40.66217391688852], [-73.95378528776554, 40.662946784098445], [-73.95384851143018, 40.66372780885405], [-73.95097410077457, 40.663904867863906], [-73.94940638959486, 40.66400530778234], [-73.94816604175239, 40.66408182248141], [-73.945462936545, 40.66422610413661], [-73.94489227687055, 40.66417414358656], [-73.94408198675569, 40.664128572936896], [-73.94269628960055, 40.664055129738216], [-73.94282892246841, 40.66284748566933]]]]}",7138.85275709,Brooklyn,Prospect Lefferts Gardens-Wingate
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96093990822376, 40.62279134519037], [-73.96048581603651, 40.62040059609586], [-73.96141475046194, 40.620298045098416], [-73.96233869572029, 40.62019617936705], [-73.96326789643739, 40.62009477445668], [-73.96426798339365, 40.61998380378798], [-73.96471983385558, 40.622372961205336], [-73.96494557544207, 40.62356855201072], [-73.9651725895607, 40.62476548434325], [-73.96417250276335, 40.62487697565307], [-73.96324802425151, 40.62497738083179], [-73.96231881492557, 40.6250787300968], [-73.96139319631463, 40.62517906570705], [-73.96093990822376, 40.62279134519037]]]]}",5639.95138385,Brooklyn,Midwood
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99530287947384, 40.60744494982059], [-73.99588192163935, 40.60688666582587], [-73.99646484131412, 40.60632749796727], [-73.99704340379166, 40.605769163481824], [-73.99762947031648, 40.6052098991024], [-73.99825418891973, 40.60460855955161], [-74.00002266096661, 40.60290731622918], [-74.00032353820895, 40.602620292372514], [-74.00109809580917, 40.60303462672598], [-74.00184603088394, 40.603431431726236], [-74.00263069656332, 40.60384644946047], [-74.00045724790152, 40.60593448290835], [-73.999831143123, 40.60653674286224], [-73.99924872219837, 40.60709579392917], [-73.99866710612027, 40.60765668701986], [-73.99839539618462, 40.607918140708534], [-73.99808518508077, 40.60821664181646], [-73.99750245198214, 40.60877541270604], [-73.99530287947384, 40.60744494982059]]]]}",6096.04496431,Brooklyn,Bensonhurst West
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93435066473968, 40.67956340805351], [-73.93487210891469, 40.67959308824473], [-73.93739763665229, 40.679729900176774], [-73.93843613260636, 40.679785851703684], [-73.93862212664904, 40.67979609034869], [-73.94032793896038, 40.67988997506434], [-73.94047635005943, 40.68063569542302], [-73.94062005382142, 40.68137013060522], [-73.94076893329961, 40.6821008390389], [-73.93793221333743, 40.68242734809364], [-73.93500821654055, 40.68276376850544], [-73.9348625715524, 40.682030568699936], [-73.9347144105197, 40.68129738430251], [-73.93457098230293, 40.680564761712894], [-73.93450839038897, 40.6802216925322], [-73.93439531043768, 40.67983538025146], [-73.93435066473968, 40.67956340805351]]]]}",5273.31374195,Brooklyn,Stuyvesant Heights
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.95638851612784, 40.65587456589984], [-73.95630035122711, 40.655048281831185], [-73.9596966586306, 40.65483921472623], [-73.95986103113133, 40.65563478893678], [-73.96007276872973, 40.65648587818183], [-73.96013625475021, 40.65676262034132], [-73.9602429625642, 40.65723189838983], [-73.96042584053122, 40.65807224315238], [-73.95664922366085, 40.65830579056965], [-73.95655768697911, 40.657453624072744], [-73.95647813056286, 40.656710784286574], [-73.95642774732298, 40.65624064838827], [-73.95638851612784, 40.65587456589984]]]]}",4382.68486483,Brooklyn,Prospect Lefferts Gardens-Wingate
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93605774303619, 40.61512319639319], [-73.93680051412336, 40.614642720400276], [-73.93754231444727, 40.61416486792669], [-73.93825493972989, 40.61370188059768], [-73.93897047219963, 40.613239511240025], [-73.94078752177357, 40.6148718371534], [-73.9427526214885, 40.61663379228783], [-73.94287141637896, 40.61677783560055], [-73.94297154446369, 40.61693132586454], [-73.94305123401244, 40.61709208068934], [-73.94310925822349, 40.61725769731334], [-73.94314510050559, 40.617425617347756], [-73.94221251483519, 40.617526055296764], [-73.94138899931558, 40.61761741989831], [-73.94128215867137, 40.61762927064657], [-73.94078914021121, 40.61769678989065], [-73.9404527462937, 40.61792905021247], [-73.94037010908445, 40.617992385726524], [-73.9397167155042, 40.61840609588911], [-73.93787509099654, 40.61675674794439], [-73.93605774303619, 40.61512319639319]]]]}",5619.58902163,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9839430237905, 40.66803081273761], [-73.9844373325666, 40.667436468353394], [-73.9849423245192, 40.666833820351734], [-73.98544518029244, 40.666232214358], [-73.98594772975407, 40.66563066053381], [-73.98830660707068, 40.66676994143386], [-73.9906634472922, 40.66790943481441], [-73.99072559032835, 40.66794617267976], [-73.99022252191959, 40.66854809796779], [-73.98972203461041, 40.66914780736338], [-73.98921685310061, 40.66975347457385], [-73.98907079764699, 40.669928620391346], [-73.98907007715616, 40.66992948493422], [-73.98871322517387, 40.67035690652925], [-73.98864720123544, 40.670324688446456], [-73.98630429200723, 40.669172665877234], [-73.9839430237905, 40.66803081273761]]]]}",5219.68047842,Brooklyn,Park Slope-Gowanus
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.87887144499042, 40.67019411414219], [-73.8784894738658, 40.668654540638826], [-73.8794110904487, 40.66852150418806], [-73.88031337327645, 40.668391710390836], [-73.88115244038262, 40.66826802936477], [-73.88196763365012, 40.66814654199832], [-73.88278179599737, 40.66802582295852], [-73.88317488989186, 40.66956281023999], [-73.8835668308551, 40.67109958647458], [-73.88388887336339, 40.67235434869965], [-73.88307350248236, 40.6724748942427], [-73.88226101663957, 40.672594510363695], [-73.88139136184152, 40.67272322828497], [-73.88048787392648, 40.672853903772406], [-73.87956799805136, 40.67298640050104], [-73.8792539694807, 40.671731760922725], [-73.87887144499042, 40.67019411414219]]]]}",5646.04773697,Brooklyn,East New York
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92115385566042, 40.69279669397854], [-73.92030064171809, 40.69248455560279], [-73.9201046954664, 40.69240644575049], [-73.92006225824748, 40.69238952934447], [-73.91945993255597, 40.69214942012312], [-73.9193040975442, 40.69208608139619], [-73.91924112830338, 40.692060487274006], [-73.91896053011187, 40.691946436336295], [-73.91862072981169, 40.69180831908658], [-73.91779027670788, 40.69145946415024], [-73.91696376099227, 40.69111019208029], [-73.91619910868829, 40.690691385275535], [-73.9154502815049, 40.69026392197302], [-73.91469935960835, 40.689835471174], [-73.913946280652, 40.689408696311105], [-73.9131938521888, 40.68898008138127], [-73.91464246723457, 40.68750704198458], [-73.91539430902343, 40.68793521504198], [-73.916147134518, 40.68836025931752], [-73.91689895915852, 40.68878957589949], [-73.91764894861753, 40.68921755220457], [-73.91840015453262, 40.68964598515528], [-73.91915367528183, 40.690076061594354], [-73.9199053096978, 40.69049879271135], [-73.92065676844359, 40.69092752546761], [-73.92141022955278, 40.691352716139], [-73.92223097532369, 40.69182299061803], [-73.92127943972368, 40.69279726628163], [-73.92115385566042, 40.69279669397854]]]]}",6391.34880983,Brooklyn,Bushwick South
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96147581181627, 40.77432401139129], [-73.96193924573703, 40.77368952710466], [-73.96240244595131, 40.77305405861783], [-73.96286485480145, 40.772419426253954], [-73.96332667510583, 40.77178634089841], [-73.9638246155694, 40.77110398045725], [-73.96431940640112, 40.77042295736226], [-73.96478171550235, 40.76979576405271], [-73.96488147210884, 40.769838099749], [-73.96638770810085, 40.77047735753088], [-73.96799327777012, 40.77114723095269], [-73.96753398444372, 40.77177618398404], [-73.96703947579951, 40.772461218816446], [-73.96653617013206, 40.773140368590234], [-73.96607449041005, 40.77377298910019], [-73.96560968621523, 40.77440720144547], [-73.96514745374779, 40.77504423208978], [-73.9646873584175, 40.7756770817154], [-73.96308760254303, 40.7750028422446], [-73.96158453862105, 40.77436878420817], [-73.96147581181627, 40.77432401139129]]]]}",5807.97295649,Manhattan,Upper East Side-Carnegie Hill
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.93669078722112, 40.8371932495326], [-73.93834307233793, 40.83790887508163], [-73.937919660843, 40.83848984473936], [-73.93778083485705, 40.83868698667672], [-73.93733219323627, 40.83929429801746], [-73.93720524289213, 40.83946777139383], [-73.9369132888775, 40.83986670164854], [-73.93646387764863, 40.84048139285461], [-73.93604128237843, 40.84106789416436], [-73.93556697174424, 40.841712527557945], [-73.93561105150835, 40.84160899486554], [-73.93561108645704, 40.84160889604604], [-73.93561111102899, 40.84160880660209], [-73.93563665024215, 40.84150019461355], [-73.93563666176526, 40.84150014034229], [-73.93564243665733, 40.841389446056574], [-73.93564244894738, 40.84138928306284], [-73.9356424252715, 40.841389130435495], [-73.93562830241858, 40.84127961412806], [-73.93562826736883, 40.8412793616502], [-73.9356281844606, 40.841279099764336], [-73.9355950629473, 40.84117340009375], [-73.93543637094344, 40.84075133160894], [-73.93529543255468, 40.84047481865725], [-73.93519180612901, 40.84033568827733], [-73.9351916999474, 40.84033554431475], [-73.93519161692767, 40.8403353998626], [-73.93510666614674, 40.84018372666806], [-73.93504376865354, 40.84002162055336], [-73.93504374466244, 40.84002156676471], [-73.9350437332446, 40.84002151298315], [-73.93500577800755, 40.83985200963474], [-73.93500575406057, 40.839851910782194], [-73.93500574269646, 40.83985180205286], [-73.93499462419074, 40.83967821651815], [-73.93499462426898, 40.839678136441826], [-73.93499463670099, 40.839678055199784], [-73.93501119273694, 40.83950397196243], [-73.93505508825102, 40.83933323566066], [-73.93512471770407, 40.83916963793197], [-73.93512477718961, 40.83916948484866], [-73.93512487196809, 40.83916933178523], [-73.93521769510788, 40.8390159210953], [-73.93521773045309, 40.83901586734002], [-73.93521776600976, 40.839015822966175], [-73.93533051973384, 40.83887504026261], [-73.93533061470693, 40.83887491299775], [-73.93533073327194, 40.838874796132615], [-73.93545962206119, 40.838748403594714], [-73.93563711335673, 40.83863142004616], [-73.9358041674299, 40.83850497704455], [-73.93595950346084, 40.83836989797316], [-73.93610200505144, 40.83822716914314], [-73.93623075758269, 40.83807785621748], [-73.93638316925271, 40.83785012505355], [-73.93669078722112, 40.8371932495326]]]]}",3927.82153159,Manhattan,Washington Heights South
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92959986320591, 40.64443271943727], [-73.930605628824, 40.644370754020656], [-73.93153923661188, 40.64431286008429], [-73.93250935234272, 40.6442526853639], [-73.93347837846225, 40.644192779592295], [-73.93441051540462, 40.64413417865119], [-73.93538239913546, 40.64407436719263], [-73.9363486870851, 40.644017055842426], [-73.93728427248608, 40.6439577220251], [-73.93738309184027, 40.64490488713047], [-73.93645634169238, 40.644946117653454], [-73.93548506507034, 40.64498985463101], [-73.93451037531118, 40.64502837736025], [-73.9335758884141, 40.64508370106694], [-73.93261418271368, 40.645245478093145], [-73.93270476033618, 40.646142140358265], [-73.93292069191484, 40.64799717163943], [-73.9319384924116, 40.64806233268485], [-73.9310054145368, 40.64811848286657], [-73.92999915467311, 40.648181064137816], [-73.92980243889905, 40.646320077427426], [-73.92974213614676, 40.64574338429319], [-73.92959986320591, 40.64443271943727]]]]}",7007.33739981,Brooklyn,East Flatbush-Farragut
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92751430507488, 40.65231809719812], [-73.92847568974231, 40.65217589513347], [-73.92939161395975, 40.65193918392152], [-73.93038144303132, 40.65173405423817], [-73.93139116688346, 40.65168960812487], [-73.93160868651243, 40.65374163911997], [-73.9317715320336, 40.655273641666746], [-73.93190743894837, 40.656537652543], [-73.93090354932272, 40.656610355984185], [-73.92989802426044, 40.65668443579573], [-73.92896419474016, 40.65674261332475], [-73.92799465183614, 40.65680210198449], [-73.92785585144057, 40.65551577828328], [-73.92769362495784, 40.65398516658246], [-73.92751430507488, 40.65231809719812]]]]}",5606.51952093,Brooklyn,Rugby-Remsen Village
