the_geom,shape_leng,boroname,ntaname
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98167893126346, 40.603160414872264], [-73.98260527779127, 40.60305794456245], [-73.98353133800153, 40.602956970988195], [-73.9844575025316, 40.60285376501164], [-73.98492571673394, 40.605312756435175], [-73.98500620412308, 40.60573161722498], [-73.98597299672231, 40.60587677704897], [-73.98702465189089, 40.60603057514179], [-73.98850456434607, 40.606329444998956], [-73.9891319148225, 40.60645613720722], [-73.98855078940467, 40.6070022830439], [-73.98842267576015, 40.60711914900993], [-73.98725487001735, 40.607244189224154], [-73.98625770583988, 40.607356018051405], [-73.9853315885826, 40.60745769824046], [-73.98440295180225, 40.6075595148671], [-73.98347678180018, 40.60766229718576], [-73.98254766697193, 40.60776405435735], [-73.98247067984514, 40.60735468717011], [-73.98214354968896, 40.60561516644952], [-73.98210030947739, 40.60537908800665], [-73.98167893126346, 40.603160414872264]]]]}",6669.64558119,Brooklyn,Bensonhurst East
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91009068718934, 40.667154312159276], [-73.9099064652888, 40.66643619371876], [-73.90989734528661, 40.66640064332798], [-73.90988811783248, 40.66636467620999], [-73.90988178105421, 40.66633997258942], [-73.90987422305406, 40.66631051356633], [-73.90986555415537, 40.66627671687421], [-73.90969893782788, 40.665627207679904], [-73.90951662997368, 40.66491854627009], [-73.90950213747048, 40.66486221311075], [-73.90947772934736, 40.66476733265267], [-73.90946045511767, 40.664700185037184], [-73.90930543419903, 40.664097577724306], [-73.90917163714369, 40.66356147697041], [-73.90914238058225, 40.66344425289524], [-73.90892035289359, 40.662554607681635], [-73.90985632468598, 40.66241136141954], [-73.91077513186124, 40.66227799966417], [-73.91172740296469, 40.66213473272778], [-73.91212154222433, 40.66367213554092], [-73.91251614993183, 40.665208753205164], [-73.91291019659974, 40.66674548623636], [-73.91355503573679, 40.66926370746147], [-73.91403857192037, 40.670896839826575], [-73.91308574663636, 40.67131022633249], [-73.91221776895031, 40.67168716252569], [-73.91133533666564, 40.67207645396323], [-73.91106539578395, 40.670955400903104], [-73.9107424697341, 40.669684405962364], [-73.91041596879671, 40.668414757572606], [-73.91009068718934, 40.667154312159276]]]]}",8447.42166985,Brooklyn,Brownsville
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90398200553061, 40.64662856757716], [-73.90477576861635, 40.646116174952674], [-73.90565516922486, 40.645548673134996], [-73.90636885749103, 40.6450864706635], [-73.90708399180873, 40.64462319340351], [-73.90889895267149, 40.64625588924222], [-73.90943437182074, 40.64673824261155], [-73.91048886111227, 40.64768406317816], [-73.91071693420656, 40.64788844265178], [-73.91000330031729, 40.64835482318906], [-73.9092898282357, 40.648816182437145], [-73.90839915338007, 40.649388224627856], [-73.9076150338829, 40.64989589420057], [-73.90754641388139, 40.64983425329294], [-73.90637218779626, 40.6487793817764], [-73.90588893978108, 40.648345144474604], [-73.9057998371168, 40.64826507856761], [-73.90509580281233, 40.6476068514773], [-73.90398200553061, 40.64662856757716]]]]}",5377.96114003,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.90066994206177, 40.64365991433881], [-73.90146528321725, 40.643145286308965], [-73.90234519356413, 40.64257664791544], [-73.9030597828702, 40.6421151868048], [-73.90377394897381, 40.641652857442416], [-73.90448450777686, 40.642291709969044], [-73.90541680534773, 40.643128809895735], [-73.90655850939281, 40.64415219210356], [-73.90708399180873, 40.64462319340351], [-73.90636885749103, 40.6450864706635], [-73.90565516922486, 40.645548673134996], [-73.90477576861635, 40.646116174952674], [-73.90398200553061, 40.64662856757716], [-73.90343569484114, 40.64614316312325], [-73.90231269803822, 40.645134705370126], [-73.9013803418702, 40.644296697028224], [-73.90066994206177, 40.64365991433881]]]]}",5097.84052718,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.9852661420596, 40.596743846319505], [-73.98520027370782, 40.59639812611657], [-73.9850613649743, 40.59567091881942], [-73.98501532570762, 40.5954136159335], [-73.98467794058081, 40.59365865034361], [-73.98601936824284, 40.59444604946169], [-73.98676314924316, 40.594894065627244], [-73.9875043065475, 40.59534148328446], [-73.98822326571391, 40.595775539277646], [-73.98896339138365, 40.59622296547169], [-73.98970549936607, 40.59667122486969], [-73.99042080141503, 40.59710383452108], [-73.9911629876661, 40.59755365053633], [-73.99190618808103, 40.59800370556423], [-73.99262012517006, 40.59843478841596], [-73.99336225798434, 40.5988886887647], [-73.99159842611225, 40.60058036605473], [-73.99086378713947, 40.60013402897952], [-73.99015003215155, 40.599705024057776], [-73.98939449084237, 40.59925456961748], [-73.98865795669548, 40.59880069916263], [-73.98793938533895, 40.598372049378945], [-73.98719210847075, 40.59792604759248], [-73.98645717402141, 40.59747892630208], [-73.98574725796807, 40.59704049347067], [-73.9852661420596, 40.596743846319505]]]]}",7243.13150027,Brooklyn,Bensonhurst East
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92624885113779, 40.60741352226008], [-73.92696222704504, 40.60696137521577], [-73.92769136206485, 40.6064805076001], [-73.92952402935232, 40.60811674141723], [-73.93134520149016, 40.609747058386915], [-73.93060090960633, 40.61022716522487], [-73.9298873498605, 40.61068805213825], [-73.9291741563889, 40.61115079741954], [-73.92846013766403, 40.61161355701224], [-73.92664079663302, 40.60997959358489], [-73.92634016004389, 40.609708929713975], [-73.92482131281133, 40.60834144906763], [-73.92517043609851, 40.60811193641675], [-73.92552903936031, 40.607876187046436], [-73.92586463608077, 40.60766047745877], [-73.92624885113779, 40.60741352226008]]]]}",5223.5968951,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91172740296469, 40.66213473272778], [-73.91133533986947, 40.66059733858595], [-73.91229257383213, 40.6604554043114], [-73.91321011168571, 40.660319032425605], [-73.91413057914457, 40.660181439489435], [-73.91452630730531, 40.661722067853795], [-73.9154773162497, 40.66157348309225], [-73.91587511516677, 40.66311591032574], [-73.9162671204376, 40.66465376486008], [-73.91531019138779, 40.6647941119034], [-73.9143912361551, 40.66493019371821], [-73.91347143865734, 40.66506598745225], [-73.91251614993183, 40.665208753205164], [-73.91212154222433, 40.66367213554092], [-73.91172740296469, 40.66213473272778]]]]}",5546.68353105,Brooklyn,Brownsville
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92446856453084, 40.62374272281208], [-73.92543133412266, 40.62368076456989], [-73.9263653185916, 40.62362269833099], [-73.92736928380532, 40.62356136339471], [-73.92837632073503, 40.6234993821481], [-73.92931134107161, 40.62344076943042], [-73.93028165196603, 40.62338034244145], [-73.93125002222676, 40.62332084325916], [-73.9321951234809, 40.62326916455695], [-73.93130709312577, 40.62384991452019], [-73.93039315247938, 40.624441358226136], [-73.92948143120529, 40.62503205753407], [-73.92860608006075, 40.6256044452004], [-73.92831638065907, 40.62578452302674], [-73.9276603060383, 40.62621107535678], [-73.92670816326535, 40.626821420991845], [-73.92582589828041, 40.627392730756085], [-73.92491871701561, 40.627983864918896], [-73.92470922253946, 40.626010706468485], [-73.92446856453084, 40.62374272281208]]]]}",6353.53503109,Brooklyn,Flatlands
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.8950006233778, 40.63038585945847], [-73.89576910574027, 40.629883987385945], [-73.89648499592322, 40.62941698435748], [-73.89720451100881, 40.62896040926589], [-73.89791912521197, 40.628503347682326], [-73.89865732749936, 40.62802614839179], [-73.89941286590326, 40.627543548000524], [-73.8995519299379, 40.62746672931105], [-73.89979666880151, 40.62742161913628], [-73.90074286528947, 40.62785818324147], [-73.90155064913364, 40.62821865467322], [-73.90195130720507, 40.628402171152764], [-73.90238728790185, 40.62859916141252], [-73.9019649388809, 40.628745451870195], [-73.90125410308625, 40.62920622593633], [-73.90051316964491, 40.6296878238662], [-73.8997722283758, 40.630167508846675], [-73.89905604163572, 40.63062997458037], [-73.89834907371397, 40.63109370548065], [-73.89762854635653, 40.631552646217116], [-73.89685952193516, 40.6320498743562], [-73.89503861783112, 40.6304198708199], [-73.8950006233778, 40.63038585945847]]]]}",5343.1404916,Brooklyn,Canarsie
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98920592411011, 40.63782406436581], [-73.98978863833325, 40.63726421075205], [-73.99037329418316, 40.63670498505933], [-73.99095601251139, 40.6361457111431], [-73.99153919439033, 40.63558236383413], [-73.99373770445455, 40.63691376854189], [-73.99464078417282, 40.63746011403469], [-73.99594165714214, 40.638246374102856], [-73.99694186991746, 40.63885246323715], [-73.99622742149047, 40.639331193113264], [-73.99551033696265, 40.63980966763264], [-73.9947953953937, 40.64028848788702], [-73.99433124126965, 40.64060028845553], [-73.99407692009133, 40.64077040176039], [-73.99140800923699, 40.63915538680424], [-73.98920592411011, 40.63782406436581]]]]}",5742.17947592,Brooklyn,Borough Park
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92846013766403, 40.61161355701224], [-73.9291741563889, 40.61115079741954], [-73.9298873498605, 40.61068805213825], [-73.93060090960633, 40.61022716522487], [-73.93134520149016, 40.609747058386915], [-73.93315984132026, 40.611381331581825], [-73.93242269670282, 40.611858573467565], [-73.93171046494989, 40.61232138994289], [-73.93325403211934, 40.613707595495995], [-73.93352711273486, 40.61395282162626], [-73.93379749185921, 40.614195100888345], [-73.93534816207313, 40.615584559463954], [-73.93463319271184, 40.61604760862402], [-73.93391769578318, 40.616508788755795], [-73.93209952877987, 40.61487579541995], [-73.93027953420189, 40.61324531146329], [-73.92846013766403, 40.61161355701224]]]]}",6780.00306073,Brooklyn,Georgetown-Marine Park-Bergen Beach-Mill Basin
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99771358995557, 40.62368026991603], [-73.99794034444957, 40.622832893055005], [-73.99798570025398, 40.62256685384617], [-73.99829450506074, 40.62161940411842], [-73.99838944944356, 40.62125945802406], [-73.9985954333006, 40.62050169068115], [-73.9988119309991, 40.619721337790516], [-73.99903621076469, 40.618945550827405], [-73.99927191284505, 40.61817725499145], [-73.99942566521017, 40.61762759643623], [-73.99948826466796, 40.61740451097099], [-73.9996202548675, 40.61747105008596], [-74.00181846005628, 40.618806121494764], [-74.00401906907375, 40.620136189069065], [-74.00343557036693, 40.62069540384769], [-74.00285701640152, 40.62125364333948], [-74.00227586285989, 40.621814274427024], [-74.00169380156665, 40.62237242731967], [-74.00120222368227, 40.62284271235202], [-74.0005298749299, 40.6234899390831], [-73.99994664989222, 40.62405062260482], [-73.99932090284946, 40.62465524684658], [-73.99771358995557, 40.62368026991603]]]]}",6614.31879917,Brooklyn,Bensonhurst West
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99159743652733, 40.61445169431277], [-73.98939734506109, 40.61312289227427], [-73.98719488358827, 40.611792382771], [-73.98496383485828, 40.61044799444133], [-73.98535587535235, 40.61007201422716], [-73.98554853225936, 40.609887242594965], [-73.98575987188943, 40.60968408446955], [-73.9861291535397, 40.609329864468734], [-73.9883579199232, 40.61067459012155], [-73.99055892633127, 40.61200464598557], [-73.99276014992712, 40.61333466824201], [-73.99334367268797, 40.61277262455857], [-73.9953702001785, 40.613995227253454], [-73.99479741350659, 40.61456227869217], [-73.99422253642688, 40.615130551942855], [-73.99365164544983, 40.61569382411464], [-73.99159743652733, 40.61445169431277]]]]}",7706.99961567,Brooklyn,Bensonhurst West
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91251614993183, 40.665208753205164], [-73.91347143865734, 40.66506598745225], [-73.9143912361551, 40.66493019371821], [-73.91531019138779, 40.6647941119034], [-73.9162671204376, 40.66465376486008], [-73.91665806019934, 40.666187600846364], [-73.91730570520963, 40.66870857690706], [-73.91748266125647, 40.66939223110007], [-73.91713589044302, 40.66954376367961], [-73.91658459949997, 40.66978754948585], [-73.91652296113396, 40.66981426418319], [-73.9164716345359, 40.669836509653095], [-73.91586213225663, 40.670100669191235], [-73.91580361911345, 40.670126028141766], [-73.9157287451547, 40.670158478096305], [-73.9155846732804, 40.67022136347986], [-73.91553422510998, 40.67024338351534], [-73.91487246337705, 40.67053222822069], [-73.914618577297, 40.67064323875395], [-73.91454485538057, 40.670675473015855], [-73.91403857192037, 40.670896839826575], [-73.91355503573679, 40.66926370746147], [-73.91291019659974, 40.66674548623636], [-73.91251614993183, 40.665208753205164]]]]}",6035.6802338,Brooklyn,Brownsville
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92842985426594, 40.61497277981082], [-73.9294609481756, 40.61589682022154], [-73.92989884493674, 40.616294272363724], [-73.9306024460184, 40.616922263421124], [-73.9317317921372, 40.617926921394485], [-73.93163061347371, 40.61809654657856], [-73.93169293748228, 40.618653024596725], [-73.93195075799093, 40.62106027777608], [-73.9321951234809, 40.62326916455695], [-73.93125002222676, 40.62332084325916], [-73.93028165196603, 40.62338034244145], [-73.92931134107161, 40.62344076943042], [-73.92911735473557, 40.62162274177803], [-73.92907650383061, 40.62123985105733], [-73.92881955801091, 40.61882987178969], [-73.92860217797667, 40.61681164307605], [-73.92856778812097, 40.61649237744371], [-73.92842985426594, 40.61497277981082]]]]}",7270.49788157,Brooklyn,Flatlands
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.99948826466796, 40.61740451097099], [-73.99970876023524, 40.61662028439948], [-73.99994344218128, 40.61578207988245], [-74.00019136580389, 40.6149503854679], [-74.00144909895704, 40.61571072256135], [-74.00203157665072, 40.61515271492403], [-74.00423319194388, 40.616481876905006], [-74.00643394992089, 40.61781471690192], [-74.00585319934184, 40.618370477260555], [-74.005226659917, 40.61897315402657], [-74.00459906977372, 40.61957685399818], [-74.00401906907375, 40.620136189069065], [-74.00181846005628, 40.618806121494764], [-73.9996202548675, 40.61747105008596], [-73.99948826466796, 40.61740451097099]]]]}",5864.28942653,Brooklyn,Bensonhurst West
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.94570606186483, 40.65100678447145], [-73.94667414461573, 40.65094811918967], [-73.94765619211289, 40.650899293731634], [-73.94859156898967, 40.650855005355], [-73.94957113083304, 40.650807899871225], [-73.94966851174581, 40.65169751958088], [-73.94976874975221, 40.652642323158794], [-73.94993008857374, 40.654150326869264], [-73.95006664927287, 40.65542299720061], [-73.94715896323054, 40.65559378777362], [-73.94703257592046, 40.654338714330144], [-73.94606690611364, 40.65441026232336], [-73.94590468778354, 40.65285465047678], [-73.94570606186483, 40.65100678447145]]]]}",5542.99893981,Brooklyn,Erasmus
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92085197859551, 40.616971435842736], [-73.92062400307957, 40.614838681674975], [-73.92159370078788, 40.61477818387686], [-73.92252930293753, 40.614719033353715], [-73.92349786366519, 40.61465815803782], [-73.9244665140724, 40.614599417650915], [-73.92539545805559, 40.61454056392988], [-73.92640044600994, 40.614478535531354], [-73.92662740968515, 40.616611960904734], [-73.92687894657263, 40.61894981888279], [-73.92587569897447, 40.619012807850915], [-73.92494401140777, 40.61907126847405], [-73.92397567255347, 40.61913148920298], [-73.92300753155868, 40.61919286338609], [-73.92275533938091, 40.61685390618896], [-73.92182333752011, 40.61691126107683], [-73.92085197859551, 40.616971435842736]]]]}",6486.69652828,Brooklyn,Flatlands
