pivot-metric,pivot-value,post_direc,r_high_hn,to_lvl_co,status,the_geom-full_stree
bike_lane,,,5.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01282671055186, 40.702408626673964], [-74.01231160768083, 40.70268653279639]]]}-WATER ST"
r_blkfc_id,1222601192.0,,558.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0002955726903, 40.76253746582068], [-73.9995526044864, 40.763075192296775]]]}-12 AVE"
r_blkfc_id,1222601670.0,,246.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01200855059044, 40.72030281775768], [-74.01187628282109, 40.72095228810878], [-74.01174301064889, 40.72162327130305]]]}-WEST ST"
r_blkfc_id,1222604276.0,,638.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-73.99804140885739, 40.764863136598045], [-73.99757475630608, 40.76548940089358]]]}-12 AVE"
bike_lane,,,,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01094273105342, 40.725662241966305], [-74.0109393448893, 40.72568462133885], [-74.01092277258164, 40.72579415084571]]]}-WEST ST"
bike_lane,,,139.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00883196127769, 40.71379594739111], [-74.00838690878152, 40.714362293583214]]]}-CHURCH ST"
r_blkfc_id,1222602852.0,,502.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00981442054704, 40.7375663786987], [-74.00985368154595, 40.73814719403994], [-74.00990637998311, 40.73851809560782]]]}-WEST ST"
r_blkfc_id,1222603005.0,,278.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.0070256109346, 40.75379253019804], [-74.00664649267765, 40.75445090308997]]]}-12 AVE"
bike_lane,,,73.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.00881270660075, 40.70601231098704], [-74.00794861212007, 40.7055461878137]]]}-WALL ST"
r_blkfc_id,212260906.0,,13.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01308187710583, 40.709146980592976], [-74.01388897924912, 40.709497733735695]]]}-ALBANY ST"
r_blkfc_id,212261791.0,,12.0,13,2,"{'type': 'MultiLineString', 'coordinates': [[[-74.01332610865533, 40.70503078785608], [-74.01262946733641, 40.70500276104254]]]}-BEAVER ST"
