pivot-metric,pivot-value,the_geom,trafdir,snow_pri,borocode,physicalid-l_high_hn
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00113646757461, 40.71017596422536], [-74.00100325508991, 40.71035402976367], [-74.00090633637271, 40.71047783085379], [-74.00075289387976, 40.710673831694436]]]}",TW,H,1,108-389.0
shape_leng,159.6703737,"{'type': 'MultiLineString', 'coordinates': [[[-74.00712975165223, 40.70637505436468], [-74.0067809889086, 40.706723807556656]]]}",TF,C,1,92-199.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.98416661216714, 40.78517093859282], [-73.98407352383622, 40.785307425823966], [-73.98393581597519, 40.7855093334064]]]}",FT,C,1,176-nan
shape_leng,213.647940771,"{'type': 'MultiLineString', 'coordinates': [[[-74.0156777818473, 40.70125602052488], [-74.01568594789885, 40.70154175500151], [-74.01567486061293, 40.70184224805438]]]}",FT,V,1,41-nan
shape_leng,350.423224757,"{'type': 'MultiLineString', 'coordinates': [[[-74.0143917690023, 40.70359878271113], [-74.01425523947039, 40.70442547183961], [-74.01425342628872, 40.70445756443338], [-74.01425861373379, 40.7044894431707], [-74.01427065874495, 40.7045202294459], [-74.01428922948978, 40.70454907535256]]]}",TW,C,1,61-37.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01282671055186, 40.702408626673964], [-74.01231160768083, 40.70268653279639]]]}",TW,C,1,116-4.0
shape_leng,263.119643846,"{'type': 'MultiLineString', 'coordinates': [[[-74.00729116852627, 40.75309914259302], [-74.0070256109346, 40.75379253019804]]]}",FT,C,1,211-0.0
shape_leng,210.108935509,"{'type': 'MultiLineString', 'coordinates': [[[-74.0108007673076, 40.711017406995765], [-74.01046533974602, 40.71153454724642]]]}",FT,C,1,142-54.0
shape_leng,397.482659855,"{'type': 'MultiLineString', 'coordinates': [[[-74.01442983236625, 40.70315064728626], [-74.0129978382912, 40.703099516053015]]]}",TF,C,1,82-23.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01046533974602, 40.71153454724642], [-74.01012167536024, 40.71208469638951]]]}",FT,C,1,144-70.0
shape_leng,179.511236788,"{'type': 'MultiLineString', 'coordinates': [[[-74.01159675068892, 40.703446660083394], [-74.01150567239777, 40.70295884366267]]]}",TW,H,1,47-105.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01428922948978, 40.70454907535256], [-74.01437031212745, 40.70455803784475], [-74.01451712300867, 40.704605675392386], [-74.01466709872304, 40.70464721296995], [-74.01478059501136, 40.704674113029824], [-74.01489542085365, 40.70469751835281], [-74.014961252156, 40.70475979724394]]]}",TF,C,1,14-nan
shape_leng,293.660392468,"{'type': 'MultiLineString', 'coordinates': [[[-74.00881270660075, 40.70601231098704], [-74.00794861212007, 40.7055461878137]]]}",FT,H,1,164-76.0
shape_leng,163.11276749,"{'type': 'MultiLineString', 'coordinates': [[[-73.98393581597519, 40.7855093334064], [-73.98366277920069, 40.785906028742474]]]}",FT,C,1,175-nan
shape_leng,83.6302310052,"{'type': 'MultiLineString', 'coordinates': [[[-74.01156918149523, 40.70424893065878], [-74.01157634422235, 40.70401945007067]]]}",TF,C,1,49-89.0
shape_leng,161.917298625,"{'type': 'MultiLineString', 'coordinates': [[[-74.00645562008715, 40.70698201181704], [-74.00595100486223, 40.707205735084045]]]}",TF,C,1,94-221.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01004291133181, 40.73458937070711], [-74.00998887757267, 40.735296993104214]]]}",FT,C,1,232-425.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01135914238981, 40.72361797385921], [-74.01123470913308, 40.72426563244946]]]}",FT,C,1,248-279.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99365606188508, 40.77214596240107], [-73.99329687153124, 40.77264900823287], [-73.9932034718281, 40.77277980988987]]]}",FT,C,1,184-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01157634422235, 40.70401945007067], [-74.01159382696616, 40.70357868401523]]]}",TW,C,1,46-99.0
shape_leng,246.491828116,"{'type': 'MultiLineString', 'coordinates': [[[-74.01510283492294, 40.70645943673728], [-74.01594492352275, 40.706676412663455]]]}",TW,H,1,60-21.0
shape_leng,255.017453198,"{'type': 'MultiLineString', 'coordinates': [[[-74.00624902059795, 40.7170757117057], [-74.00577729796854, 40.71767664665009]]]}",FT,C,1,154-244.0
shape_leng,206.27185039,"{'type': 'MultiLineString', 'coordinates': [[[-74.01428922948978, 40.70454907535256], [-74.01437031212745, 40.70455803784475], [-74.01451712300867, 40.704605675392386], [-74.01466709872304, 40.70464721296995], [-74.01478059501136, 40.704674113029824], [-74.01489542085365, 40.70469751835281], [-74.014961252156, 40.70475979724394]]]}",TF,C,1,14-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01311348010695, 40.7035871658206], [-74.0129978382912, 40.703099516053015]]]}",FT,C,1,131-37.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99422912573793, 40.770610031583], [-73.99424199791461, 40.77070951746987], [-73.99423613661054, 40.77081258160249], [-73.99421016963889, 40.770916111953554], [-73.99416397380453, 40.77101670706366], [-73.99409872733925, 40.77111101243666], [-73.99401685898705, 40.771196063298866], [-73.99392173067238, 40.771269626676585], [-73.99381726222295, 40.771330329708086]]]}",FT,C,1,189-0.0
shape_leng,23.81337771,"{'type': 'MultiLineString', 'coordinates': [[[-74.00151938817625, 40.70969234295805], [-74.00147140298127, 40.70974655432328]]]}",TW,H,1,104-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.98393581597519, 40.7855093334064], [-73.98366277920069, 40.785906028742474]]]}",FT,C,1,175-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00782941972257, 40.75171391312812], [-74.00755195736613, 40.75237822573365]]]}",FT,C,1,213-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01257015313976, 40.70320684159133], [-74.01159675068892, 40.703446660083394]]]}",TF,C,1,83-51.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99332519843287, 40.772831479035005], [-73.99293297355692, 40.77336901041069], [-73.99245134194055, 40.77404465417788], [-73.99227731188081, 40.77428802856217], [-73.99122907017902, 40.77575391295386], [-73.99064691410396, 40.77656798192866], [-73.9906469039647, 40.776567996670096], [-73.99064600333705, 40.77656929006096], [-73.99019036262722, 40.77721889069885], [-73.99016802704384, 40.777250733704456], [-73.98975501067643, 40.77783713990109], [-73.98928968657778, 40.77847952770988], [-73.9891419302272, 40.7786867706072], [-73.98884372569711, 40.779105025544794], [-73.98851184957837, 40.77959675363082]]]}",FT,C,1,180-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01194691411979, 40.70745153141396], [-74.01296134424844, 40.70777032084529]]]}",TF,H,1,134-3.0
shape_leng,243.479106049,"{'type': 'MultiLineString', 'coordinates': [[[-74.01163016792495, 40.722310028884515], [-74.01149590666552, 40.72297046746891]]]}",FT,C,1,250-263.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00851707994512, 40.74317447135778], [-74.00837173923539, 40.74396898132182]]]}",FT,C,1,224-0.0
shape_leng,73.5740181461,"{'type': 'MultiLineString', 'coordinates': [[[-74.01584079939174, 40.701990377851075], [-74.01582741717505, 40.702092200546545], [-74.01581941822997, 40.70219162702801]]]}",TF,V,1,33-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01699521616094, 40.7058000436678], [-74.01793061274537, 40.70617486563979]]]}",FT,C,1,29-nan
shape_leng,163.609873363,"{'type': 'MultiLineString', 'coordinates': [[[-74.01442983236625, 40.70315064728626], [-74.0143917690023, 40.70359878271113]]]}",TW,C,1,62-25.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01016258075191, 40.733164720337115], [-74.01010480748744, 40.73383917083656]]]}",FT,C,1,235-405.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00151938817625, 40.70969234295805], [-74.00147140298127, 40.70974655432328]]]}",TW,H,1,104-nan
shape_leng,17.9559911728,"{'type': 'MultiLineString', 'coordinates': [[[-74.00166466865358, 40.70952276305008], [-74.00162290743312, 40.70956043427792]]]}",TW,H,1,101-nan
shape_leng,262.77781228,"{'type': 'MultiLineString', 'coordinates': [[[-74.01793061274537, 40.70617486563979], [-74.01786933958108, 40.70634871855227], [-74.01778897787625, 40.70651868456784], [-74.01769028387064, 40.70668296244674], [-74.01757437049282, 40.70683986715218]]]}",TW,C,1,3-64.0
shape_leng,246.244571299,"{'type': 'MultiLineString', 'coordinates': [[[-74.01016258075191, 40.733164720337115], [-74.01010480748744, 40.73383917083656]]]}",FT,C,1,235-405.0
shape_leng,167.239884055,"{'type': 'MultiLineString', 'coordinates': [[[-74.01318764361285, 40.70404271697225], [-74.01311348010695, 40.7035871658206]]]}",FT,C,1,132-25.0
shape_leng,287.071441576,"{'type': 'MultiLineString', 'coordinates': [[[-74.01433649678438, 40.70623720783566], [-74.01430040437965, 40.70627688391721], [-74.01425392075623, 40.70631108615352], [-74.0141994991425, 40.70633764575861], [-74.01414046824934, 40.70635526179954], [-74.01401379521812, 40.70642249167858], [-74.01401354714498, 40.7064226173541], [-74.01401333429845, 40.70642276178838], [-74.01389705238063, 40.706501687350205], [-74.01389681576204, 40.70650184988008], [-74.01389659147883, 40.70650204809173], [-74.0137931510094, 40.70659139972115], [-74.01379304425912, 40.706591489863506], [-74.01379296216471, 40.7065915798354], [-74.01370452743437, 40.706689538970195], [-74.01370448055523, 40.706689593422084], [-74.0137044330174, 40.70668965641792], [-74.01363266125834, 40.70679389912786]]]}",FT,C,1,73-26.0
shape_leng,219.080109572,"{'type': 'MultiLineString', 'coordinates': [[[-74.00391758971028, 40.72004031154029], [-74.00351186439296, 40.72055635239183]]]}",FT,C,1,159-330.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01123100601572, 40.71036686413972], [-74.0108007673076, 40.711017406995765]]]}",FT,C,1,143-38.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00878919300352, 40.704210902414125], [-74.00812645264551, 40.704671797183195]]]}",TW,C,1,120-98.0
shape_leng,286.09696164,"{'type': 'MultiLineString', 'coordinates': [[[-74.00050986097234, 40.71098426944826], [-74.00062025062019, 40.71108198355321], [-74.00071409634558, 40.71119213351896], [-74.00078801360337, 40.711312107830345], [-74.0008396243496, 40.7114386563515], [-74.00086781530356, 40.71156815886219], [-74.0008727637329, 40.71169696781308]]]}",TW,H,1,109-415.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00812645264551, 40.704671797183195], [-74.00739218847701, 40.70518268851544]]]}",TW,C,1,121-116.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00500225478507, 40.70685251869731], [-74.00405660228448, 40.70743678065677]]]}",TW,C,1,126-202.0
shape_leng,180.535503932,"{'type': 'MultiLineString', 'coordinates': [[[-74.01311348010695, 40.7035871658206], [-74.0129978382912, 40.703099516053015]]]}",FT,C,1,131-37.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01567486061293, 40.70184224805438], [-74.01566642080466, 40.701929617153084], [-74.01564653147396, 40.70203466427218]]]}",FT,V,1,40-nan
shape_leng,336.771318096,"{'type': 'MultiLineString', 'coordinates': [[[-74.01067628670197, 40.707116369075244], [-74.01118994205468, 40.706278727518175]]]}",TF,H,1,53-19.0
shape_leng,153.570649209,"{'type': 'MultiLineString', 'coordinates': [[[-74.01170249917278, 40.70775571315632], [-74.01125467663418, 40.70750763999125]]]}",NV,V,1,169-8.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01262946733641, 40.70500276104254], [-74.0115498104063, 40.70495073496904]]]}",TF,C,1,137-33.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01372415114948, 40.713678309156606], [-74.01343897530212, 40.714430418461134]]]}",FT,C,1,259-147.0
shape_leng,265.436542737,"{'type': 'MultiLineString', 'coordinates': [[[-73.99712927258527, 40.76610135539957], [-73.99666737542213, 40.76673968306694]]]}",FT,C,1,193-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01156918149523, 40.70424893065878], [-74.01157634422235, 40.70401945007067]]]}",TF,C,1,49-89.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01296134424844, 40.70777032084529], [-74.01359196892929, 40.707967342036326]]]}",TF,H,1,133-11.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00890108919573, 40.704861846669594], [-74.00869962031369, 40.70495605588047], [-74.00850770220484, 40.70506262736691], [-74.0083272269976, 40.705180661586105], [-74.00815993515327, 40.705309041899696], [-74.00800726907983, 40.70544646155277]]]}",TF,C,1,88-135.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00739218847701, 40.70518268851544], [-74.00689991891616, 40.7048242435102]]]}",FT,C,1,166-104.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00391758971028, 40.72004031154029], [-74.00351186439296, 40.72055635239183]]]}",FT,C,1,159-330.0
shape_leng,254.827677066,"{'type': 'MultiLineString', 'coordinates': [[[-73.99757475630608, 40.76548940089358], [-73.99712927258527, 40.76610135539957]]]}",FT,C,1,194-0.0
shape_leng,262.76257303,"{'type': 'MultiLineString', 'coordinates': [[[-73.99365606188508, 40.77214596240107], [-73.99329687153124, 40.77264900823287], [-73.9932034718281, 40.77277980988987]]]}",FT,C,1,184-0.0
shape_leng,57.3658692631,"{'type': 'MultiLineString', 'coordinates': [[[-74.01064454774598, 40.703695013770016], [-74.01049611003593, 40.70380470056576]]]}",TF,C,1,85-73.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00602039468583, 40.70614236277381], [-74.00569066852002, 40.70637506246833]]]}",TW,C,1,124-158.0
shape_leng,266.634699697,"{'type': 'MultiLineString', 'coordinates': [[[-74.01039726573508, 40.73055816948494], [-74.0103402512693, 40.731288730110734]]]}",FT,C,1,239-369.0
shape_leng,439.186341766,"{'type': 'MultiLineString', 'coordinates': [[[-74.01150567239777, 40.70295884366267], [-74.01116558085066, 40.70178149404092]]]}",TW,C,1,48-129.0
shape_leng,266.66799069,"{'type': 'MultiLineString', 'coordinates': [[[-74.01388897924912, 40.709497733735695], [-74.0147422924871, 40.70983551791749]]]}",TF,H,1,58-30.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01010480748744, 40.73383917083656], [-74.01007533212791, 40.734225615466215]]]}",FT,C,1,234-411.0
shape_leng,193.848514903,"{'type': 'MultiLineString', 'coordinates': [[[-74.01591034233404, 40.70146094794127], [-74.01589967703721, 40.70154212204522], [-74.01584079939174, 40.701990377851075]]]}",TF,V,1,34-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00123476628733, 40.71005533303564], [-74.00113646757461, 40.71017596422536]]]}",TW,H,1,107-nan
shape_leng,337.714677949,"{'type': 'MultiLineString', 'coordinates': [[[-74.00500225478507, 40.70685251869731], [-74.00405660228448, 40.70743678065677]]]}",TW,C,1,126-202.0
shape_leng,285.192839565,"{'type': 'MultiLineString', 'coordinates': [[[-74.01372415114948, 40.713678309156606], [-74.01343897530212, 40.714430418461134]]]}",FT,C,1,259-147.0
shape_leng,84.3298234166,"{'type': 'MultiLineString', 'coordinates': [[[-74.01351885460902, 40.70694327099632], [-74.01337315500739, 40.70714645264195]]]}",FT,H,1,75-32.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01012167536024, 40.71208469638951], [-74.00966812264812, 40.71272457013371]]]}",FT,C,1,145-92.0
shape_leng,229.001032106,"{'type': 'MultiLineString', 'coordinates': [[[-74.00768203466184, 40.748672005415], [-74.00772354242926, 40.74882559277673], [-74.00778393659803, 40.74897622535973], [-74.00786255356195, 40.7491219129694], [-74.00795825631906, 40.749260791081596]]]}",FT,C,1,216-0.0
shape_leng,79.457426406,"{'type': 'MultiLineString', 'coordinates': [[[-74.01308187710583, 40.709146980592976], [-74.0129927976973, 40.70935427038371]]]}",TF,H,1,70-126.0
shape_leng,229.746461394,"{'type': 'MultiLineString', 'coordinates': [[[-74.00794861212007, 40.7055461878137], [-74.00745217307546, 40.70605109297283]]]}",TF,C,1,90-169.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01086996931917, 40.726084713593615], [-74.01085597868205, 40.72616424802977]]]}",FT,C,1,243-nan
shape_leng,106.867937,"{'type': 'MultiLineString', 'coordinates': [[[-74.01092277258164, 40.72579415084571], [-74.01086996931917, 40.726084713593615]]]}",FT,C,1,244-299.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01039726573508, 40.73055816948494], [-74.0103402512693, 40.731288730110734]]]}",FT,C,1,239-369.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01326253180854, 40.70873106798991], [-74.01308187710583, 40.709146980592976]]]}",TF,H,1,69-120.0
shape_leng,254.35870292,"{'type': 'MultiLineString', 'coordinates': [[[-74.01337315500739, 40.70714645264195], [-74.01296134424844, 40.70777032084529]]]}",FT,H,1,76-52.0
shape_leng,486.680993982,"{'type': 'MultiLineString', 'coordinates': [[[-74.01200855059044, 40.72030281775768], [-74.01187628282109, 40.72095228810878], [-74.01174301064889, 40.72162327130305]]]}",FT,C,1,252-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00125702002342, 40.71349677866762], [-74.00156635613374, 40.71368306349681]]]}",FT,H,1,112-489.0
shape_leng,238.139931853,"{'type': 'MultiLineString', 'coordinates': [[[-74.01359196892929, 40.707967342036326], [-74.01438184521825, 40.70822414379349]]]}",TF,H,1,135-21.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00595100486223, 40.707205735084045], [-74.00548224925218, 40.707387571654436]]]}",TF,C,1,95-237.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01094273105342, 40.725662241966305], [-74.0109393448893, 40.72568462133885], [-74.01092277258164, 40.72579415084571]]]}",FT,C,1,245-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.0012825859855, 40.70999405297033], [-74.00123476628733, 40.71005533303564]]]}",TW,H,1,106-nan
shape_leng,276.034450471,"{'type': 'MultiLineString', 'coordinates': [[[-74.01168546371265, 40.70969274309439], [-74.01123100601572, 40.71036686413972]]]}",FT,C,1,160-18.0
shape_leng,145.873836388,"{'type': 'MultiLineString', 'coordinates': [[[-74.00595100486223, 40.707205735084045], [-74.00548224925218, 40.707387571654436]]]}",TF,C,1,95-237.0
shape_leng,124.863741407,"{'type': 'MultiLineString', 'coordinates': [[[-74.0129978382912, 40.703099516053015], [-74.01257015313976, 40.70320684159133]]]}",TF,C,1,81-31.0
shape_leng,188.899308052,"{'type': 'MultiLineString', 'coordinates': [[[-74.00739218847701, 40.70518268851544], [-74.00689991891616, 40.7048242435102]]]}",FT,C,1,166-104.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.9763358671262, 40.7960634647208], [-73.97625408558243, 40.79615842365773], [-73.97617083226903, 40.79625738038131], [-73.976032994965, 40.79645298441366], [-73.97576236642037, 40.79683702798631], [-73.97564786252292, 40.79710582087967]]]}",FT,C,1,171-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.0143917690023, 40.70359878271113], [-74.01425523947039, 40.70442547183961], [-74.01425342628872, 40.70445756443338], [-74.01425861373379, 40.7044894431707], [-74.01427065874495, 40.7045202294459], [-74.01428922948978, 40.70454907535256]]]}",TW,C,1,61-37.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01793061274537, 40.70617486563979], [-74.01869417782103, 40.706511760458845]]]}",NV,,1,30-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01712051881411, 40.70746253088078], [-74.01662578576105, 40.70813393464956]]]}",TW,C,1,6-98.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00532369793707, 40.71827334637825], [-74.0048448675, 40.7188530167363]]]}",FT,C,1,156-282.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00842516151923, 40.686015531942594], [-74.00859065970282, 40.686242454014064], [-74.00859803329706, 40.686252563582435], [-74.0089685350419, 40.68696605714863]]]}",FT,V,1,44-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00998887757267, 40.735296993104214], [-74.00993003083771, 40.73600434861673]]]}",FT,C,1,231-443.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.98730772854314, 40.78104130328782], [-73.98687120791307, 40.78145267598638]]]}",FT,C,1,179-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00577729796854, 40.71767664665009], [-74.00532369793707, 40.71827334637825]]]}",FT,C,1,155-264.0
shape_leng,551.907785703,"{'type': 'MultiLineString', 'coordinates': [[[-74.00480506713535, 40.75697137368663], [-74.00384100383815, 40.75829702486884]]]}",FT,C,1,207-0.0
shape_leng,138.870627228,"{'type': 'MultiLineString', 'coordinates': [[[-73.98416661216714, 40.78517093859282], [-73.98407352383622, 40.785307425823966], [-73.98393581597519, 40.7855093334064]]]}",FT,C,1,176-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99712927258527, 40.76610135539957], [-73.99666737542213, 40.76673968306694]]]}",FT,C,1,193-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00794861212007, 40.7055461878137], [-74.00739218847701, 40.70518268851544]]]}",FT,C,1,165-90.0
shape_leng,182.231104291,"{'type': 'MultiLineString', 'coordinates': [[[-74.01183833471073, 40.692153796772445], [-74.0121181561437, 40.69260636521495]]]}",FT,V,1,43-nan
shape_leng,148.06050057,"{'type': 'MultiLineString', 'coordinates': [[[-74.00745217307546, 40.70605109297283], [-74.00712975165223, 40.70637505436468]]]}",TF,C,1,91-185.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.0129978382912, 40.703099516053015], [-74.01257015313976, 40.70320684159133]]]}",TF,C,1,81-31.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00984362265525, 40.73937996232994], [-74.00922295495168, 40.74049595292005], [-74.00909896150272, 40.7407568448316], [-74.00889578543955, 40.74146572184104], [-74.00869902296354, 40.74236172346079]]]}",FT,C,1,226-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01510283492294, 40.70645943673728], [-74.01594492352275, 40.706676412663455]]]}",TW,H,1,60-21.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00405660228448, 40.70743678065677], [-74.00340211319343, 40.70808367448468]]]}",TW,C,1,98-285.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99484913485443, 40.769256802792036], [-73.99479662197211, 40.76933737724522], [-73.99453226315117, 40.76993286816401]]]}",FT,C,1,186-nan
shape_leng,252.154464665,"{'type': 'MultiLineString', 'coordinates': [[[-74.01174301064889, 40.72162327130305], [-74.01163016792495, 40.722310028884515]]]}",FT,C,1,251-255.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01442983236625, 40.70315064728626], [-74.0143917690023, 40.70359878271113]]]}",TW,C,1,62-25.0
shape_leng,258.243617784,"{'type': 'MultiLineString', 'coordinates': [[[-74.01004291133181, 40.73458937070711], [-74.00998887757267, 40.735296993104214]]]}",FT,C,1,232-425.0
shape_leng,189.000860619,"{'type': 'MultiLineString', 'coordinates': [[[-74.01296134424844, 40.70777032084529], [-74.01359196892929, 40.707967342036326]]]}",TF,H,1,133-11.0
shape_leng,83.6756959874,"{'type': 'MultiLineString', 'coordinates': [[[-74.0115498104063, 40.70495073496904], [-74.01155838499058, 40.7047211575981]]]}",TF,H,1,51-69.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01337315500739, 40.70714645264195], [-74.01296134424844, 40.70777032084529]]]}",FT,H,1,76-52.0
shape_leng,524.015608546,"{'type': 'MultiLineString', 'coordinates': [[[-73.99574495408581, 40.76798999299133], [-73.99484913485443, 40.769256802792036]]]}",FT,C,1,190-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-73.99484913485443, 40.769256802792036], [-73.99472060757779, 40.76929257358072], [-73.99432811729537, 40.769846076676004]]]}",FT,S,1,187-0.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00569066852002, 40.70637506246833], [-74.00500225478507, 40.70685251869731]]]}",TW,C,1,125-180.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00966812264812, 40.71272457013371], [-74.00925467816931, 40.71325580613428]]]}",FT,C,1,146-108.0
shape_leng,258.371228978,"{'type': 'MultiLineString', 'coordinates': [[[-74.0082589089775, 40.74467384288739], [-74.00811962428791, 40.74537505055023]]]}",FT,C,1,222-0.0
shape_leng,230.478597197,"{'type': 'MultiLineString', 'coordinates': [[[-74.00667419287026, 40.71653207704189], [-74.00624902059795, 40.7170757117057]]]}",FT,C,1,153-228.0
shape_leng,124.678954544,"{'type': 'MultiLineString', 'coordinates': [[[-74.00602039468583, 40.70614236277381], [-74.00569066852002, 40.70637506246833]]]}",TW,C,1,124-158.0
shape_leng,195.86238265,"{'type': 'MultiLineString', 'coordinates': [[[-74.00945463868723, 40.70452785694512], [-74.00890108919573, 40.704861846669594]]]}",TF,C,1,87-0.0
shape_leng,68.2363595146,"{'type': 'MultiLineString', 'coordinates': [[[-74.01273066939913, 40.7171136291998], [-74.01268806175729, 40.71729809455264]]]}",FT,C,1,255-nan
shape_leng,224.937953479,"{'type': 'MultiLineString', 'coordinates': [[[-74.00966812264812, 40.71272457013371], [-74.00925467816931, 40.71325580613428]]]}",FT,C,1,146-108.0
pre_direct,W,"{'type': 'MultiLineString', 'coordinates': [[[-74.01616698119132, 40.707904615235336], [-74.01662578576105, 40.70813393464956]]]}",TW,C,1,25-198.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01213630770864, 40.692040643353], [-74.01240888960344, 40.692493526977486]]]}",TF,V,1,36-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00984371599047, 40.73696752994005], [-74.00981442054704, 40.7375663786987]]]}",FT,C,1,229-487.0
shape_leng,172.072457064,"{'type': 'MultiLineString', 'coordinates': [[[-74.01155838499058, 40.7047211575981], [-74.01156918149523, 40.70424893065878]]]}",TF,H,1,50-83.0
shape_leng,259.415988519,"{'type': 'MultiLineString', 'coordinates': [[[-74.01757437049282, 40.70683986715218], [-74.01712051881411, 40.70746253088078]]]}",TW,C,1,5-82.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01351885460902, 40.70694327099632], [-74.01337315500739, 40.70714645264195]]]}",FT,H,1,75-32.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.00689991891616, 40.7048242435102], [-74.00610993824033, 40.70435089866511]]]}",NV,,1,168-nan
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01442983236625, 40.70315064728626], [-74.0129978382912, 40.703099516053015]]]}",TF,C,1,82-23.0
shape_leng,347.806906606,"{'type': 'MultiLineString', 'coordinates': [[[-74.00981442054704, 40.7375663786987], [-74.00985368154595, 40.73814719403994], [-74.00990637998311, 40.73851809560782]]]}",FT,C,1,228-501.0
pre_direct,,"{'type': 'MultiLineString', 'coordinates': [[[-74.01793061274537, 40.70617486563979], [-74.01786933958108, 40.70634871855227], [-74.01778897787625, 40.70651868456784], [-74.01769028387064, 40.70668296244674], [-74.01757437049282, 40.70683986715218]]]}",TW,C,1,3-64.0
