profile_id,training,date,export_date
4b220a34-7a3f-41c1-b8ea-2bbc6f5b57b0,2024 VEHICLE SEIZURE FORM REFRESHER,2024-04-22T00:00:00.000,2025-12-21T00:00:00.000
c4b7ff1d-1972-4274-b6d0-1bb03a1b8815,CLT-TACTICAL AWARENESS AND OFFICER SAFETY,2021-04-29T00:00:00.000,2025-12-21T00:00:00.000
4b4cf2c3-eb3f-4082-876f-f06b6af4e352,NORTHWELL DIRECT FINEST CARE PROGRAM FOR UMOS,2024-09-28T00:00:00.000,2025-12-21T00:00:00.000
7acecbd8-28b0-4822-bc60-52fe518d3655,DOMESTIC VIOLENCE EDUCATION AND COUNSELING,2019-09-27T00:00:00.000,2025-12-21T00:00:00.000
f4659ac6-a9de-492b-b014-69ae4731c658,SAFEGUARDING HOSPITALIZED PRISONERS,2020-01-10T00:00:00.000,2025-12-21T00:00:00.000
ccbf8a2b-91be-45b2-b442-1c9298ba8536,COLLABORATIVE POLICING- ACCESSING TELEPHONIC INTERPRETERS VIA LANGUAGE LINE,2023-11-04T00:00:00.000,2025-12-21T00:00:00.000
7b81f4b4-a617-49bb-91ba-d04d03b1b62f,2019-2020 IN-SERVICE CYCLE - TEAM TACTICS REFRESHER,2020-10-01T00:00:00.000,2025-12-21T00:00:00.000
44aea3f5-babf-43a5-ae91-fa5f6688285e,CLT-PROCEDURAL OPERATIONS,2019-01-10T00:00:00.000,2025-12-21T00:00:00.000
c0a64b2c-2b5b-4378-a11b-78352a725add,CLT-CRIME CONTROL STRATEGIES AND PROBLEM SOLVING,2023-10-16T00:00:00.000,2025-12-21T00:00:00.000
e5eea4d4-9f34-4f13-9fd6-e6c576680bf9,VEHICLE PURSUITS,2025-01-30T00:00:00.000,2025-12-21T00:00:00.000
cde4cf1b-ad82-48e5-accb-a82fe29be4c1,THE EMPLOYEE ASSISTANCE UNIT (EAU) IS HERE FOR YOU,2022-09-09T00:00:00.000,2025-12-21T00:00:00.000
0e0af2a0-2273-4b99-8c85-96f95bc41309,NYCHA INTERIOR PATROL: SQF MODULE 7,2024-03-22T00:00:00.000,2025-12-21T00:00:00.000
3246dd3d-c83f-486e-b69d-36c5e2b66c27,CLT-SPECIAL POPULATIONS,2019-03-19T00:00:00.000,2025-12-21T00:00:00.000
26297730-0809-4e7f-875c-c135b4608699,PATROL DOOR BAG - ROPE AND WEDGE INTRODUCTION,2018-12-27T00:00:00.000,2025-12-21T00:00:00.000
991a18ff-6301-4d86-8e1d-698795879ef5,VEHICLE PURSUITS VIDEO,2025-11-04T00:00:00.000,2025-12-21T00:00:00.000
1a2e52f6-a0ec-44aa-8280-5f6015c5b263,CLT-PROCEDURAL OPERATIONS,2023-08-10T00:00:00.000,2025-12-21T00:00:00.000
f592294f-b2be-490e-b279-57104763a4f7,CLT-DOCUMENTATION AND FORMS,2018-08-15T00:00:00.000,2025-12-21T00:00:00.000
df178a2a-2706-416e-8362-d3f514b9065d,SQF REVIEW AND DOCUMENTATION: SQF MODULE 10,2025-06-18T00:00:00.000,2025-12-21T00:00:00.000
6fa17d16-4ae0-49c7-9469-e8d405933651,"CLT - VEHICLE STOP, OPTIMAL OFFICER POSITIONING",2025-10-08T00:00:00.000,2025-12-21T00:00:00.000
c95f4f47-a757-4569-b2e3-efcae95d7678,RESPONDING TO COMMERCIAL ROBBERIES PART LL - MODULE 1 AND MODULE 2,2019-12-04T00:00:00.000,2025-12-21T00:00:00.000
4eefcdac-c9fe-4c97-9d4f-f87e3d71d21a,CAR STOP TACTICS FOR PATROL OFFICERS - MODULE 4: THE HIGH-RISK STOP,2025-12-01T00:00:00.000,2025-12-21T00:00:00.000
55ce55d5-228b-42c8-851b-20b02f381121,"INTEGRATING COMMUNICATION, ASSESSMENT AND TACTICS (ICAT) MODULE 3",2022-10-03T00:00:00.000,2025-12-21T00:00:00.000
8a02ba69-47f6-44bc-babf-ceb313c527f4,DISCHARGING YOUR FIREARM AT A MOVING THREAT,2019-12-30T00:00:00.000,2025-12-21T00:00:00.000
1e56b0bb-5693-407c-a045-3156c622a170,CLT-EQUAL EMPLOYMENT OPPORTUNITY,2019-02-06T00:00:00.000,2025-12-21T00:00:00.000
5c8bd63b-9a35-4472-886d-f867bea25feb,"CPS INTERIOR PATROL OF HOUSING AUTHORITY BUILDINGS, PG 212-60 ROLL CALL VIDEO 2",2023-10-16T00:00:00.000,2025-12-21T00:00:00.000
25e47d5c-eb51-4fd8-9a43-77133a903b71,INVESTIGATIVE ENCOUNTERS-VIDEO #2 COMMON LAW RIGHT OF INQUIRY-UNIT TRAINING MAY 2016,2016-06-28T00:00:00.000,2025-12-21T00:00:00.000
bc7b9e84-7727-4ea2-ae5f-14e93f5e05fc,POLICE ACADEMY RECRUIT 3RD TRIMESTER EXAM,2022-04-04T00:00:00.000,2025-12-21T00:00:00.000
6e5cff61-893e-492d-b67c-1cda9dc600ca,BODY-WORN CAMERA REVIEW PART TWO,2021-10-12T00:00:00.000,2025-12-21T00:00:00.000
139c4468-61cc-4d41-b151-bae8f3268ac4,ACTIVITY LOG FOR IPHONE,2019-12-10T00:00:00.000,2025-12-21T00:00:00.000
10443c07-51a4-4be4-833a-429647236a88,CPS BODY-WORN CAMERA TRAINING WITH SCENARIOS,2018-03-14T00:00:00.000,2025-12-21T00:00:00.000
24db87fb-5cd2-4490-8a25-4798aa14b090,NYC RIGHT TO KNOW ACT LEGISLATION â€“ PART 1,2018-09-28T00:00:00.000,2025-12-21T00:00:00.000
2a2cda88-33fa-4206-aa95-25f3000c3750,CLT - OATH VS. CRIMINAL COURT SUMMONS ROLL CALL TRAINING,2024-03-20T00:00:00.000,2025-12-21T00:00:00.000
e0d79059-76aa-4a7a-b5be-2614173a875b,VEHICLE PURSUITS,2025-01-28T00:00:00.000,2025-12-21T00:00:00.000
26a66f9d-60c2-4b8c-8d9f-66defecb233c,NYCHA INTERIOR PATROL: SQF MODULE 7,2024-04-08T00:00:00.000,2025-12-21T00:00:00.000
a8341869-db21-4c4b-bd32-26a6758af014,PUBLIC CONTACT AND CONSENT TO SEARCH (RIGHT TO KNOW) - UNIT TRAINING AUGUST 2016,2016-09-13T00:00:00.000,2025-12-21T00:00:00.000
694ff610-3668-4c71-bbb4-173135f2cd91,OVERVIEW OF THE NEW DISCOVERY LAWS 2021 REFRESHER,2021-05-24T00:00:00.000,2025-12-21T00:00:00.000
530664be-fbc4-4302-9c0c-225e9bab213a,BODY-WORN CAMERA REVIEW PART ONE,2021-10-05T00:00:00.000,2025-12-21T00:00:00.000
65acf0d0-1744-484e-841e-7eb6b1e28ff1,SQF REVIEW AND DOCUMENTATION: SQF MODULE 10,2025-06-20T00:00:00.000,2025-12-21T00:00:00.000
94e96bdd-abbd-4015-88fa-ae0114190a86,HEALTH AND WELLNESS SECTION - MODULE 17 - FINANCIAL WILLS AND TRUSTS,2023-06-13T00:00:00.000,2025-12-21T00:00:00.000
