uid,xcoord,ycoord,city,facdomain,facgroup,bbl
0060b1812f46f30ec577b7412bfa51d0,1015836.6617041948,214624.38944705384,JACKSON HEIGHTS,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,4011770042.0
00ed95c21806579dd10f4f196b684df6,1059211.2350319107,198239.90141257897,QUEENS VILLAGE,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,
0134b6cd48ed49464de48a029ffd1120,1034451.3423457324,215504.8393725127,FLUSHING,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,4053750006.0
008106d831de6ecfc43503f7bdcbc156,989641.3911349009,192854.9118792808,BROOKLYN,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,
00bbdbcf69ea91d34e4b42388350b7f8,982139.7604997888,200803.74933159104,NEW YORK,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,1001790001.0
00959c38f813987e01a12ad92c68da0e,998805.902794652,234100.4494334624,NEW YORK,HEALTH AND HUMAN SERVICES,HEALTH CARE,1019100001.0
00405a71e6058ebeff3323aacb3870b3,982246.6054038912,196754.26527108336,NEW YORK,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,1000420001.0
006ad2462e33e67def73aaae76f7145e,983060.557727532,212521.5302931164,NEW YORK,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,1006970047.0
006d5f80cb63a2d40dac1a7141147015,984760.2372499508,167377.9865079273,BROOKLYN,"EDUCATION, CHILD WELFARE, AND YOUTH",SCHOOLS (K-12),3057330044.0
010fdee8100d2680bf31d1fe4c21f964,992662.6399965428,184068.7832534141,BROOKLYN,CORE INFRASTRUCTURE AND TRANSPORTATION,SOLID WASTE,
00c4b634700dfee175d6ebdcb0adfca6,987851.7660865176,163628.53560143252,BROOKLYN,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,3055620038.0
012a263ea7830960d225207533100745,1006415.636864124,220253.0286593261,ASTORIA,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,4008397503.0
012ccb8961343a7ed91eac41c0ef1e7d,983558.642639276,213008.0884573529,NEW YORK,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,1007000027.0
0113e266bac2935072e3e4118eb99ab7,957105.7001770051,170487.32098389708,STATEN ISLAND,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,5001000100.0
008143f8be43ca1a9292edc46b5b2864,981334.0794644968,195157.56497821253,NEW YORK,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,1000057501.0
007d1e4602a59970cdfdaf7ad3aa2ad4,981641.0000000026,184686.00000000856,BROOKLYN,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,
00ba7c82806254039ebe421286c3e684,964080.4898860815,165526.78563638392,STATEN ISLAND,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,5028390124.0
0066bfc3efa3205ae4420f8cb010ee3d,1010664.6682192888,238677.58725107115,BRONX,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,2026380090.0
01136a84748d46998f7baefb8194e065,983270.640216748,169982.04185049052,BROOKLYN,HEALTH AND HUMAN SERVICES,HEALTH CARE,3057020001.0
001009f03f06f8f5bb27a99657f8c4d6,1002620.1232632812,196521.2184320581,BROOKLYN,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,3030920022.0
00d7943e8dc1a6b9ba89e75d70a4e151,1019199.2623675796,178774.38256150333,BROOKLYN,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,3044490001.0
01298c87036e80cdb29aff8775e63fbf,1001275.8682628552,232619.1739305028,NEW YORK,HEALTH AND HUMAN SERVICES,HEALTH CARE,1017740001.0
000f2b19260e07073e2f0e7ec07944e7,1015733.6590531945,235297.09814161973,BRONX,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,2027660031.0
0114210e9bccbe175755ca69dbc37f30,1002091.6504364818,234028.40835387487,NEW YORK,"EDUCATION, CHILD WELFARE, AND YOUTH",DAY CARE AND PRE-KINDERGARTEN,1017807501.0
012669764eec317215422baea2e8efd0,1001595.4122024932,232567.1726905583,NEW YORK,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,1017740056.0
00ec304a2b5b220f2825e513effb7886,985708.5253919448,212477.58290907013,NEW YORK,"EDUCATION, CHILD WELFARE, AND YOUTH",VOCATIONAL AND PROPRIETARY SCHOOLS,1007800076.0
00f7972cbbdfab22f6ab111e0fa8f7fe,932985.778062164,140408.17969055747,STATEN ISLAND,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,5057180008.0
00f007e8658a2b58f94915b57112b68b,994661.154873656,201646.8079242191,BROOKLYN,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,3023247501.0
0088795f3775ccfbc5bc8d810c8b18eb,961039.160082576,167249.1107042006,STATEN ISLAND,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,5005440118.0
006095071a0f208daaa5e45a73d01add,1027321.7558833192,199449.06708732905,FOREST HILLS,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,4032660020.0
000d687da861e4489d08e446a99b5e62,1001717.5575455758,242375.4015737885,NEW YORK,"EDUCATION, CHILD WELFARE, AND YOUTH",YOUTH SERVICES,1021060003.0
00116519f4ca9c6bff07af18349e4a8e,920952.5267962074,138317.5111215016,STATEN ISLAND,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,5071200197.0
00e4afacb17c5e158ae7e34806eb2a4f,986977.6081117952,206651.810233056,NEW YORK,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,1005650021.0
00836a3f3a2adc79f2cc6cd666a7f8b1,989142.0504307376,222495.14903849675,NEW YORK,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,
00c2fe08c48f657c73dfafb06714606a,995052.0009891852,187967.66604859155,BROOKLYN,"PARKS, GARDENS, AND HISTORICAL SITES",PARKS AND PLAZAS,3019910016.0
0005cf2135820de8d20395875ca0e506,985967.4039420591,208172.96673631665,NEW YORK,LIBRARIES AND CULTURAL PROGRAMS,CULTURAL INSTITUTIONS,1008180027.0
0047dbb8fbb8432d4788ce684e92b760,988505.5531719542,217517.34286947848,NEW YORK,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,1010240001.0
00a27b6a9dee02fe5ef3447ea8a7f3a3,981470.9467203472,168950.62172611657,BROOKLYN,HEALTH AND HUMAN SERVICES,HEALTH CARE,3057500026.0
00d1e8e0e50d118a63ac61f586000deb,1027358.6400246468,236775.00230534148,BRONX,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,2035130022.0
008c4cd14cb72c6aa4f385585bf5d525,979943.1106067896,196634.35588331943,NEW YORK,"PARKS, GARDENS, AND HISTORICAL SITES",HISTORICAL SITES,1000150022.0
0073ee2c4dc8560a237906cea3321577,1017879.611224991,242433.20951202512,BRONX,"EDUCATION, CHILD WELFARE, AND YOUTH",CHILD SERVICES AND WELFARE,2038640001.0
00b782c331207d3db55d6205a9c47721,1019617.4335938625,182806.388089782,BROOKLYN,HEALTH AND HUMAN SERVICES,HUMAN SERVICES,3042920061.0
0104ec902b978b05324734d218de0e7d,990419.5991879264,153450.45212687124,BROOKLYN,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,3072080040.0
00b83c77a07f401a30cf5b2da13e0e24,1028451.6600712938,219315.25422807256,FLUSHING,CORE INFRASTRUCTURE AND TRANSPORTATION,TRANSPORTATION,4043850024.0
