the_geom,wpaa_id,sign_name,shape_leng,shape_area
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96933175886777, 40.71043392485172], [-73.96935138784362, 40.7103518133887], [-73.9693799470991, 40.71035642530125], [-73.96940215262286, 40.710260617742655], [-73.96863399348399, 40.710168934397714], [-73.96863208998745, 40.71012493041111], [-73.9694218952579, 40.710214206152024], [-73.96943144590365, 40.7101870438753], [-73.96945916761473, 40.710108205195816], [-73.96952600398279, 40.70991812414236], [-73.9695361996896, 40.70991901384435], [-73.96955273890431, 40.70984881078164], [-73.96956493932458, 40.70984957313871], [-73.96958047678905, 40.709770212510215], [-73.96959451575476, 40.70976932111129], [-73.96961456357847, 40.709675843457056], [-73.96963110927943, 40.70967940394123], [-73.96969636968352, 40.70943977174299], [-73.96974213336911, 40.70944533182967], [-73.9698024152094, 40.709452655306144], [-73.96986086883346, 40.70945975764716], [-73.96964018480837, 40.71009225910355], [-73.96950587341307, 40.71047659498969], [-73.96946187470193, 40.710465812314936], [-73.9693603596577, 40.710440933940205], [-73.96933175886777, 40.71043392485172]]]]}",3010006,420 KENT,1312.59364436,21083.7405789
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.84978355047164, 40.806061311106376], [-73.85020126628143, 40.80459326477808], [-73.8502066570375, 40.80457490608897], [-73.85021024939799, 40.80456946633486], [-73.85021564036113, 40.80456470609346], [-73.85022192773674, 40.804561305870706], [-73.8502282162948, 40.80455790654962], [-73.85023540245278, 40.80455586634808], [-73.85024348773868, 40.804554506291005], [-73.8502515726777, 40.804553827010736], [-73.85025965692978, 40.80455450658329], [-73.85026684373295, 40.80455586666796], [-73.85027403019212, 40.804557906629114], [-73.85028121714846, 40.80456130634517], [-73.85029199610825, 40.80458102508091], [-73.85029289504432, 40.80458442563514], [-73.85029469142972, 40.80458714567647], [-73.8502964886583, 40.804590544695714], [-73.85030008127674, 40.80459394514588], [-73.85030457252994, 40.80459666508449], [-73.850309963259, 40.804599384389924], [-73.85031535314526, 40.80460142471712], [-73.85032074219258, 40.804602784265086], [-73.85032703140111, 40.80460278432636], [-73.85033242113401, 40.804602785020435], [-73.8503387086616, 40.804601424423645], [-73.85034409908353, 40.80460006446288], [-73.85034948900712, 40.80459734474648], [-73.85036116652536, 40.80458374524827], [-73.85037913343194, 40.80456742629802], [-73.85039979416622, 40.80455314687096], [-73.85042315075573, 40.8045415868455], [-73.85044381241364, 40.804539547005305], [-73.85058035531466, 40.804528667729265], [-73.85071689951205, 40.80452458796739], [-73.85085434215004, 40.80452730797979], [-73.85099088551065, 40.804536827240575], [-73.85112653115388, 40.80455246677791], [-73.85126038016008, 40.80457558609036], [-73.85129361778985, 40.80459054484916], [-73.85131158403432, 40.804608904000524], [-73.85133404240167, 40.80462590378443], [-73.85138524627382, 40.804649702478144], [-73.85144094192233, 40.8046680616153], [-73.85149933190282, 40.80468030169821], [-73.85155951909816, 40.80468642156767], [-73.85162060553307, 40.80468574108826], [-73.85185686220012, 40.804657861995686], [-73.85186135311928, 40.8046565026091], [-73.85187752279151, 40.80465310238787], [-73.85189459062344, 40.80465242282762], [-73.85190537128646, 40.80465242226952], [-73.85190626957561, 40.80465242252303], [-73.85209311887431, 40.804659222547485], [-73.85227996875683, 40.804659902473354], [-73.85246771681719, 40.80465582230347], [-73.8526536679205, 40.804644942558824], [-73.85284051710798, 40.80462930361892], [-73.85302556978944, 40.80460822486821], [-73.85320882623736, 40.80458102553787], [-73.85339118406449, 40.80454906653265], [-73.85346933832777, 40.8045395467615], [-73.85354838961099, 40.80453274758628], [-73.85367415391639, 40.804526627203586], [-73.85379991748252, 40.80452730725705], [-73.85392568184186, 40.80453410697066], [-73.85405054755434, 40.80454702700674], [-73.85407300625235, 40.80454634674497], [-73.85416193834644, 40.804564026234836], [-73.85425985483342, 40.80458374584057], [-73.85429399109685, 40.80460210425602], [-73.85433082169219, 40.8046163841006], [-73.85436944951437, 40.80462658333791], [-73.85450060327202, 40.804632023173994], [-73.8548554378079, 40.80470342085278], [-73.8550252194402, 40.80473061976837], [-73.85523003571942, 40.80474965888344], [-73.85522105663959, 40.80542894673263], [-73.85522104805023, 40.80542962659909], [-73.85521925544452, 40.805557460172295], [-73.85521835801624, 40.80555269990486], [-73.85521386649354, 40.80590084090598], [-73.85521296756265, 40.805979035555154], [-73.85521206967516, 40.806016433974065], [-73.85471530089994, 40.8060075937334], [-73.85470811426168, 40.80597835626204], [-73.85474045423165, 40.80597631596164], [-73.85514739112119, 40.80598447594039], [-73.85515727199211, 40.80589812054374], [-73.85516086588486, 40.80581176535085], [-73.85515906846294, 40.80572609046424], [-73.85515098440372, 40.8056397359049], [-73.85513840797088, 40.805287513992674], [-73.85512133992918, 40.8052473959963], [-73.85510606782292, 40.80515696033384], [-73.85508450894983, 40.80511820184405], [-73.85506923786919, 40.80507740441944], [-73.85506025427925, 40.80503524613832], [-73.8550584570548, 40.80499308788677], [-73.85506205077887, 40.804950930109385], [-73.85503599992974, 40.80489721226357], [-73.85500455878139, 40.80487477369286], [-73.85490574342064, 40.80480337661333], [-73.85461738496154, 40.80475169834166], [-73.85459223159542, 40.80475713805367], [-73.85456707942681, 40.804759858252545], [-73.8545410281006, 40.804759177924964], [-73.8545149770945, 40.80475509820539], [-73.85449072181034, 40.804747618658666], [-73.85446916261031, 40.804737419399174], [-73.85444940032407, 40.804723819415955], [-73.85434429672354, 40.804697301123305], [-73.85423739744729, 40.804676902061395], [-73.85412870097751, 40.80466330210068], [-73.85401820815707, 40.80465718291553], [-73.85390771584088, 40.8046578623982], [-73.85358432208938, 40.804683701680936], [-73.85326092850262, 40.8047163397305], [-73.85312797795352, 40.8047265396767], [-73.85281446539993, 40.80475101882834], [-73.85266714249441, 40.80474013900386], [-73.85254676761588, 40.804733339408536], [-73.85241291937552, 40.80473197946754], [-73.8523257827954, 40.80473945909119], [-73.85230691771586, 40.804741498868864], [-73.85222876400614, 40.80475645867239], [-73.85215330609044, 40.80477685729696], [-73.85208054243775, 40.804803376424076], [-73.85178050561942, 40.80483329556581], [-73.85164306257568, 40.80486661375798], [-73.85120917711228, 40.80471634017262], [-73.85117773575632, 40.80471634010973], [-73.85075642533252, 40.804674181546865], [-73.8504096764569, 40.80466602203838], [-73.85040518444443, 40.80467418194162], [-73.85039979448426, 40.804681661702496], [-73.850391709997, 40.804688460790395], [-73.85038272671748, 40.80469390075752], [-73.85037284464818, 40.80469798070319], [-73.85036206581621, 40.80470138050708], [-73.85035128529994, 40.8047034205531], [-73.85033960718029, 40.804704100578626], [-73.85032792974776, 40.80470342084912], [-73.85031714926863, 40.80470070085002], [-73.85026325078876, 40.80478229718096], [-73.85016802942307, 40.80512296219452], [-73.85010963830679, 40.8053221920929], [-73.85010065510467, 40.805341231384496], [-73.84996770430388, 40.80561049694764], [-73.84988326375549, 40.80586276285878], [-73.84990392417427, 40.80601439337607], [-73.8498329575135, 40.806079670024864], [-73.84978355047164, 40.806061311106376]]]]}",2090004,Shorehaven,5032.67719517,90528.0441498
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91752460733717, 40.61059308437265], [-73.91805191797735, 40.6102398302471], [-73.91813366557611, 40.61031279924349], [-73.91760904859366, 40.610670145841986], [-73.91720929835861, 40.61096543234055], [-73.91675475107009, 40.61125935310254], [-73.91669007211544, 40.61148507782793], [-73.91796029003012, 40.612604144788556], [-73.91787854330191, 40.612658017748615], [-73.91644393397587, 40.61137051130307], [-73.9164394426055, 40.61136573707428], [-73.91713473818689, 40.61089587274581], [-73.91752460733717, 40.61059308437265]]]]}",3180008,Avenue U Lowes,2428.6758108,37858.3934089
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.01393090527438, 40.67167325507395], [-74.01391563411296, 40.671667804302196], [-74.01431987621707, 40.67134212567054], [-74.01441419848636, 40.6714082153162], [-74.01404948350157, 40.67171481564288], [-74.01386532803716, 40.67187015975455], [-74.01423004431865, 40.67212157059083], [-74.01429921422644, 40.6721692632058], [-74.01289335178157, 40.673388148715674], [-74.01283226579753, 40.673347269459164], [-74.01278555309956, 40.673315247841046], [-74.0141060770537, 40.67213724131413], [-74.01385454848611, 40.6719941620006], [-74.01372429234992, 40.672093635916724], [-74.01368746232139, 40.67181088392536], [-74.0137341748827, 40.67175910233374], [-74.0129229961455, 40.67120926513763], [-74.01273973967103, 40.67134076351198], [-74.01260948320672, 40.67125287045922], [-74.01178213569261, 40.67103007341947], [-74.0113374691014, 40.670404600319465], [-74.01138957198458, 40.67032488245063], [-74.01144706316744, 40.67019747092414], [-74.01142640219228, 40.66993855768249], [-74.01135813101057, 40.66985066332915], [-74.01081375190685, 40.66988677512673], [-74.01059905437886, 40.66979479304539], [-74.0106673259361, 40.669647619995374], [-74.01066822422676, 40.66964421326205], [-74.01059546121157, 40.6696224104022], [-74.01061701985974, 40.66957539700412], [-74.00981213018858, 40.66935123110616], [-74.00971331469414, 40.669548824297586], [-74.00965043315814, 40.66953383420573], [-74.0101912190694, 40.668404137646654], [-74.01082902226118, 40.668587425253726], [-74.01045083182213, 40.66858265598072], [-74.01034303469196, 40.66881091220134], [-74.01033225445256, 40.669236762466056], [-74.01087124378537, 40.66923676232435], [-74.01086585367145, 40.66975527424934], [-74.01153060679462, 40.66975118604042], [-74.01160426926909, 40.67020905381323], [-74.01150455554344, 40.670400512502084], [-74.01185040743115, 40.67093809227406], [-74.01239568468324, 40.6710777668786], [-74.01260139872196, 40.67089244188823], [-74.01267416250869, 40.67094490512293], [-74.01299755572116, 40.670854287104], [-74.01312691349207, 40.670950356503326], [-74.01314667651583, 40.670938773619405], [-74.01314038847048, 40.67093468509765], [-74.01327333809579, 40.67086246291339], [-74.01341976446491, 40.67093809191679], [-74.01343862843382, 40.670955125663994], [-74.01339730641669, 40.67100418245414], [-74.01340449320129, 40.671007589167004], [-74.01336676363293, 40.67105391966736], [-74.01335508584837, 40.67104915099389], [-74.01326884729718, 40.6711295481742], [-74.0134979173763, 40.671271267138955], [-74.01355810441741, 40.67122016662438], [-74.01368746206906, 40.67114113108842], [-74.01372878408908, 40.671173153892504], [-74.01377100513021, 40.67113704358537], [-74.01384915836951, 40.671188824640765], [-74.01394348140671, 40.67110910863702], [-74.01401175382527, 40.67114113167218], [-74.01360301977492, 40.67147975556785], [-74.01391563411296, 40.671667804302196], [-74.0139282102953, 40.671675298669356], [-74.01393090527438, 40.67167325507395]]]]}",3060002,Erie Basin Park,6977.24560822,200082.845073
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96527096323562, 40.718862713402615], [-73.96529252279902, 40.71884228823425], [-73.96529252208998, 40.718843649805045], [-73.96538504864573, 40.7187592242374], [-73.96552518606646, 40.71884773418283], [-73.9651002826945, 40.71922764836131], [-73.96513172459787, 40.7192467117767], [-73.96517214806845, 40.71927122238349], [-73.96516316579101, 40.71928075426452], [-73.96511016518961, 40.71933658423557], [-73.96506075752592, 40.71931615829548], [-73.96503290934466, 40.71930526447752], [-73.96501853668802, 40.71929981833023], [-73.96500236692218, 40.71929301006394], [-73.96494846760766, 40.719270542154646], [-73.9652880315451, 40.71896892559076], [-73.96523772530959, 40.71893352217358], [-73.96529431874748, 40.71887769232353], [-73.96527096323562, 40.718862713402615]]]]}",3010005,184 Kent Ave,585.878663729,7506.47301793
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.24239673699971, 40.52843366862708], [-74.2421074792175, 40.52929466733544], [-74.24184157833136, 40.52983884518339], [-74.24189098486265, 40.52987912901781], [-74.24191883277477, 40.52992077934202], [-74.24192781626301, 40.5299699393213], [-74.24191164626656, 40.53000680872459], [-74.24187751009853, 40.530045044263424], [-74.2418155265134, 40.530074404281926], [-74.24176971238806, 40.53008532876114], [-74.24169605131195, 40.530090108092786], [-74.24129001227354, 40.530833649177616], [-74.24117412991386, 40.53135255267104], [-74.24118131574892, 40.53156694051965], [-74.24125407955192, 40.53161131979755], [-74.24130258810847, 40.53165433347736], [-74.24132684291318, 40.531713733755645], [-74.24133402921888, 40.531766306962545], [-74.24130887726609, 40.53182161011482], [-74.24125857140817, 40.53186598955066], [-74.2411840107137, 40.53190558947279], [-74.2411588586387, 40.53205511335425], [-74.24108429780455, 40.5320482863328], [-74.24108699300794, 40.53135186937864], [-74.24120916333683, 40.530811117584946], [-74.24161160906586, 40.53006552843617], [-74.24175533981148, 40.52979787884788], [-74.24200417329669, 40.52926872111867], [-74.24229163348363, 40.52842752374621], [-74.24239673699971, 40.52843366862708]]]]}",5030001,The Tides,2875.06879124,43217.3310107
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98998182025187, 40.67761625941841], [-73.98972669863319, 40.67750384909595], [-73.9896449514299, 40.677467741937576], [-73.98955961231512, 40.67743027191656], [-73.98953086588817, 40.6774180087978], [-73.98942037251044, 40.677369638353575], [-73.98939522060192, 40.67735805632039], [-73.98939971143436, 40.677352605919076], [-73.98942037318896, 40.67732808050353], [-73.98948774596732, 40.67724768963175], [-73.98973029219121, 40.676957465754015], [-73.98976352935142, 40.67691726974039], [-73.98979317355803, 40.67688184342462], [-73.98990366652518, 40.676749674725805], [-73.98996565042295, 40.67677965107856], [-73.98998271825151, 40.67678782653778], [-73.98987312333549, 40.67691863291216], [-73.98991803961563, 40.67693975212508], [-73.98991803971856, 40.67693907133598], [-73.98995666744675, 40.676957465925646], [-73.98997104004478, 40.67693975225453], [-73.99006266889901, 40.6768266600625], [-73.99009860118939, 40.676843691893176], [-73.9901129735365, 40.67685118631185], [-73.9900923125515, 40.67685731703963], [-73.99007434677254, 40.67686617385419], [-73.99005727843426, 40.67687707491185], [-73.99004290540198, 40.67689001856754], [-73.99003212552805, 40.67690432591202], [-73.99002493881437, 40.67691999514524], [-73.99002044751198, 40.67693702709049], [-73.9900195496797, 40.67695337765768], [-73.9900195496797, 40.67695337765768], [-73.99002134601865, 40.676963596854094], [-73.99002673599556, 40.67697994796648], [-73.99003661709972, 40.67699629856705], [-73.9900491941354, 40.67701060523163], [-73.99006446473743, 40.6770228679591], [-73.99008243127145, 40.67703308764912], [-73.9901030926555, 40.67704058171031], [-73.99012465209941, 40.67704603167652], [-73.99014710980249, 40.677048075969125], [-73.99020100899762, 40.67707396406532], [-73.99017046588567, 40.67711007209812], [-73.99012285527172, 40.67708690858465], [-73.99000338000539, 40.677028999675535], [-73.98997732865286, 40.67706033892177], [-73.98995127674897, 40.677048075241686], [-73.98971322359273, 40.677337618294246], [-73.98974107086957, 40.677351243766], [-73.98967908815246, 40.67742550276411], [-73.98981653021863, 40.6774874983331], [-73.98980125820759, 40.67750725517171], [-73.98984437728907, 40.67752633098486], [-73.98985156425657, 40.6775174750577], [-73.98987851418806, 40.67752905624858], [-73.98987222508538, 40.6775372314674], [-73.98995756549033, 40.6775760637348], [-73.98996654827457, 40.67756516378906], [-73.99000697308092, 40.677583558517085], [-73.98998182025187, 40.67761625941841]]]]}",3060004,Gowanus Waterfront Park North,1153.50122149,19396.9534758
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.83816403113057, 40.75627344106165], [-73.83819219346698, 40.75636588611615], [-73.83807149498041, 40.75661985480378], [-73.8379963923244, 40.75682302867583], [-73.837978958103, 40.756905314062884], [-73.83802053262083, 40.75716740824036], [-73.83797225247099, 40.75716842365242], [-73.83795615953753, 40.75706683738134], [-73.8379293370637, 40.756958139118886], [-73.83793604250846, 40.75683826680906], [-73.8380634485816, 40.75649693424032], [-73.83812820924989, 40.756359883496955], [-73.8381626899965, 40.756279536508295], [-73.83816403113057, 40.75627344106165]]]]}",4070005,Skyview Parc,686.435869824,4841.01504506
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96674456654623, 40.71632999383176], [-73.967881823305, 40.71408961642496], [-73.96803202676955, 40.71412621085391], [-73.96813931434721, 40.71400422772814], [-73.96815004390743, 40.713768394197416], [-73.96836998455176, 40.71312188014581], [-73.96804275581344, 40.713028358194485], [-73.96814467973415, 40.71284131526603], [-73.96852018836066, 40.712995829119926], [-73.96846654488577, 40.71311374710931], [-73.968828642118, 40.71324386414614], [-73.96737488561372, 40.71648246666807], [-73.9667526125336, 40.71633609260988], [-73.96674456654623, 40.71632999383176]]]]}",3010011,Domino Park,3177.53933203,197524.575924
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98860110941028, 40.58040490159913], [-73.98856338036764, 40.58019135209933], [-73.98856158296313, 40.58018316525696], [-73.9885220581085, 40.580173613059344], [-73.98856338036764, 40.58019135209933], [-73.9883603610737, 40.580136088166654], [-73.98794084738596, 40.580037841858235], [-73.9876497940074, 40.5806730306357], [-73.98714044892213, 40.58144193571736], [-73.98692036115558, 40.58200138202551], [-73.98685119174135, 40.58200888720053], [-73.98669847704807, 40.58131981218259], [-73.98700659938224, 40.58110558399189], [-73.98727070464156, 40.58075490271768], [-73.987416231473, 40.58044447302633], [-73.98761835265215, 40.580012598286885], [-73.98768662419621, 40.57986659196213], [-73.98784742279302, 40.57979904727006], [-73.98801001733018, 40.5796469010103], [-73.98831005524728, 40.57976220440796], [-73.9884924135258, 40.579798365349305], [-73.98882029855895, 40.57999690563115], [-73.98912842005797, 40.580230923749454], [-73.98934581250792, 40.580230241706154], [-73.98952906960776, 40.58043628582897], [-73.98965213879576, 40.58043696786978], [-73.98986324275796, 40.58056727989708], [-73.9897958692468, 40.58073716317613], [-73.98958476429443, 40.580648469641204], [-73.98872058563134, 40.58046152933185], [-73.98870711008195, 40.58039398510948], [-73.98860110941028, 40.58040490159913]]], [[[-73.98879334835054, 40.5826229080844], [-73.98876909447337, 40.582660431442086], [-73.988699025605, 40.58263382399988], [-73.98780969315325, 40.582729337188574], [-73.98775220115735, 40.582446207299924], [-73.98678291923515, 40.582551272057046], [-73.98677752934373, 40.58252330026773], [-73.98662032458991, 40.58248373016322], [-73.98668590062942, 40.58232067363431], [-73.98659606979359, 40.582302252880794], [-73.98714583866374, 40.58223812186471], [-73.9871269734971, 40.58228792592302], [-73.98774591363708, 40.58242232834071], [-73.98776477825506, 40.582373206778406], [-73.9879462380042, 40.58241277696405], [-73.9879273732619, 40.58246326284951], [-73.98858853249514, 40.58260653441251], [-73.98859841472051, 40.5825601413093], [-73.98862266898416, 40.58255536553445], [-73.98877987391137, 40.58259493560044], [-73.98879334835054, 40.5826229080844]]]]}",3130004,Cropsey Ave Home Depot,4663.53703674,177557.442445
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.00113441352451, 40.57217127452604], [-74.00032701341951, 40.572043569960954], [-74.00027201971575, 40.571946358470015], [-74.00088444375052, 40.57208740816272], [-74.00114691115157, 40.57214840107653], [-74.00115191054893, 40.572173180762505], [-74.00113441352451, 40.57217127452604]]]]}",3130005,Ocean Drive,535.654206255,4795.49829325
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.91757042127723, 40.874410142624185], [-73.91769259240408, 40.87422402597627], [-73.91771235551231, 40.87423149791337], [-73.9178722555928, 40.87398764344713], [-73.9178614760845, 40.873974737181655], [-73.91784171285886, 40.87388099939579], [-73.91779769582554, 40.87389933891106], [-73.91771774566189, 40.873811034984385], [-73.9178048816204, 40.87374650505646], [-73.91789561212723, 40.87368469169129], [-73.91798993432002, 40.8736269546158], [-73.91808874945201, 40.8735726127913], [-73.91819025943695, 40.87352234750184], [-73.91829536232112, 40.873476157575254], [-73.91831781936199, 40.87346528927057], [-73.91831692133067, 40.87346528863492], [-73.91831602365036, 40.873465967868185], [-73.91814354637249, 40.87331992602285], [-73.91789201792972, 40.87315893902226], [-73.91772672808582, 40.873143994757875], [-73.91772403370967, 40.87313176780671], [-73.91772223622317, 40.87312429607349], [-73.91771864332685, 40.87311342731852], [-73.9177033726873, 40.8730679165522], [-73.91768271069866, 40.873023084508034], [-73.91765755845856, 40.8729802906631], [-73.91762611720695, 40.8729388547623], [-73.91757401489023, 40.87288451270472], [-73.91751921774473, 40.872830850366725], [-73.91749406480936, 40.872809793374394], [-73.91737818203904, 40.872711297883754], [-73.91766384630488, 40.87282949215533], [-73.91766205025824, 40.872829491774354], [-73.918358243777, 40.873124295735586], [-73.91836812519209, 40.87311886197521], [-73.9184193297114, 40.87309440850303], [-73.91848490627078, 40.87311342723264], [-73.91850017806382, 40.873116823855426], [-73.9185163480109, 40.87311818240471], [-73.91853251689648, 40.8731175031458], [-73.91854868709169, 40.873114786080386], [-73.9186133660646, 40.873114106820665], [-73.91867804467718, 40.87311954093998], [-73.91874092653588, 40.87313040910565], [-73.91880201165407, 40.87314671222112], [-73.91886040201918, 40.87316844875725], [-73.91891430158522, 40.87319561925704], [-73.91900413281654, 40.87325607449361], [-73.9184983813495, 40.873616765605036], [-73.91846783831679, 40.87359095314477], [-73.91810671585334, 40.87381646876485], [-73.91810132603266, 40.87382258285712], [-73.91809413943972, 40.87382733683717], [-73.91808605445729, 40.87383141301187], [-73.9180779691252, 40.87383480931714], [-73.91805281669403, 40.873850432039575], [-73.91804383311532, 40.8738742066543], [-73.91803125730989, 40.87391632076194], [-73.91792435817266, 40.87400326616558], [-73.91787315364675, 40.87407119228484], [-73.91787315364675, 40.87407119228484], [-73.91775277963707, 40.874248479321636], [-73.91777613596983, 40.87425798891193], [-73.91757491277708, 40.87455074895425], [-73.91749945498661, 40.87452629540764], [-73.91757042127723, 40.874410142624185]]]]}",1120001,Muscota Marsh,2109.15932808,62508.8520303
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.96560940693294, 40.72074361619142], [-73.9651158803736, 40.720422426095034], [-73.9651158803736, 40.720422426095034], [-73.96445215487928, 40.720056604408185], [-73.96438022278052, 40.72013274459214], [-73.96428878432937, 40.72008016701813], [-73.96445032665741, 40.719907189457174], [-73.96503004934975, 40.72021304234542], [-73.96514270234933, 40.720117498201], [-73.96523389735869, 40.71993250793436], [-73.96507028316927, 40.71965197121619], [-73.96438363688115, 40.71924336251525], [-73.96454456957181, 40.719068534066885], [-73.96474305260406, 40.71919457275306], [-73.96511319792684, 40.719367368183995], [-73.96519634671688, 40.71929011879637], [-73.96538141924245, 40.71956252479649], [-73.9653706895535, 40.71989185061939], [-73.96526340129248, 40.72014392501986], [-73.96510246907614, 40.7203187508461], [-73.96566841494008, 40.720678565672436], [-73.96560940693294, 40.72074361619142]]]]}",3010002,North 5th Street Pier and Park,2163.67031417,53281.6394358
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.92979649206637, 40.776048655658734], [-73.92979379815414, 40.776194912779786], [-73.92856580087327, 40.77655477069098], [-73.92832325493777, 40.77681463033191], [-73.92831247625347, 40.776812589391184], [-73.92821815210206, 40.77676701206079], [-73.92818311823402, 40.776749325069794], [-73.92843734147618, 40.776492187088984], [-73.92846159647951, 40.776464976349565], [-73.92848845276954, 40.77645433106695], [-73.92852112647991, 40.77644149846365], [-73.92855063104398, 40.77642903399267], [-73.92859814038387, 40.77641395750756], [-73.92922246858869, 40.776224163696895], [-73.92979649206637, 40.776048655658734]]]]}",4010003,Shore Towers,1108.50449827,23185.133282
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.97266948721303, 40.73884404583645], [-73.97283926986375, 40.738923000171056], [-73.97288957465005, 40.73894205865656], [-73.97281860816221, 40.73908295152798], [-73.97277998070592, 40.739184367453426], [-73.97272069130341, 40.73937290526217], [-73.97267038590154, 40.73949610165302], [-73.97259133433137, 40.73974113162485], [-73.9725509104772, 40.73989631632802], [-73.9725374352078, 40.739982076530005], [-73.97253024893976, 40.74004197205845], [-73.97252575719409, 40.74008485224325], [-73.97251138408663, 40.74012841265405], [-73.97254372402405, 40.74012909304751], [-73.97253474019706, 40.74018694669644], [-73.97251946877464, 40.74024411986159], [-73.97249162186574, 40.74038092728019], [-73.97247724870267, 40.74045307428705], [-73.97246018086919, 40.74052522064707], [-73.97242873985091, 40.74067495936958], [-73.97236675607091, 40.74066883367206], [-73.97234429731155, 40.74066747211733], [-73.97234160253115, 40.74069061360481], [-73.97232812755709, 40.74078317890579], [-73.97230207640828, 40.74092202634855], [-73.97226883938161, 40.74111872693569], [-73.97225177140388, 40.74125280923844], [-73.97221853361674, 40.74140799102099], [-73.9721870920664, 40.74156521377345], [-73.97215026159776, 40.74174081365973], [-73.97212690517777, 40.741855157097895], [-73.97211702421342, 40.74191368946556], [-73.97231914473282, 40.74194363685691], [-73.97231555098234, 40.74196745800643], [-73.97222931278186, 40.741957929691026], [-73.97207480307303, 40.741938872721654], [-73.97206312471829, 40.741935469574834], [-73.97208468457013, 40.7418367801301], [-73.97210175204964, 40.741770080105546], [-73.97211702421454, 40.74167887684564], [-73.97214127817539, 40.74155568524108], [-73.97216912624286, 40.741433173480196], [-73.97218978791366, 40.741326996975644], [-73.97220685548427, 40.74124532239767], [-73.97221763559325, 40.74117657938326], [-73.97223380494427, 40.74108809854985], [-73.97225446560515, 40.740986685711285], [-73.97227333036588, 40.740896162268506], [-73.97229219486826, 40.740794748988], [-73.9723074664545, 40.740729409157574], [-73.97231555155382, 40.740666791631554], [-73.9723326201206, 40.740667472014174], [-73.97233890769924, 40.74065113652274], [-73.97236855211453, 40.74065454035212], [-73.97240717964137, 40.740656582057994], [-73.97240987456723, 40.74064160816929], [-73.97241616234945, 40.740621869656884], [-73.97242155315202, 40.74059532579627], [-73.97243323115195, 40.740536110336926], [-73.972452095096, 40.740452392892685], [-73.97246556990241, 40.74037684355778], [-73.97248623169415, 40.74028563881814], [-73.97249880834646, 40.740220298313865], [-73.97251048655332, 40.7401631251941], [-73.97251048590854, 40.7401474707756], [-73.9724485017093, 40.74014066433793], [-73.972460180801, 40.74009574262434], [-73.97243772273838, 40.740090297287324], [-73.9724889267467, 40.73990039974672], [-73.97250779114557, 40.73983505893882], [-73.972544622514, 40.739695528712936], [-73.97260391070004, 40.739497462734604], [-73.97267308140322, 40.739257196787314], [-73.97267218229953, 40.73912855459055], [-73.97266319968168, 40.73892436150236], [-73.97266948721303, 40.73884404583645]]]]}",1060005,The Water Club Esplanade,2533.03229528,19345.9384625
"{'type': 'MultiPolygon', 'coordinates': [[[[-73.98882179301584, 40.67926346017642], [-73.98864504329092, 40.679507565123636], [-73.9885633786314, 40.67947583731612], [-73.98873137961647, 40.679228333095395], [-73.98882179301584, 40.67926346017642]]]]}",3060010,450 Union Street,256.637489427,2719.41352029
"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15984344277281, 40.52752510108799], [-74.15987517175243, 40.52754986649087], [-74.15988900959374, 40.52757321955976], [-74.15988989412553, 40.527594186255364], [-74.15988705852801, 40.52760567735829], [-74.1598770309511, 40.527610244400776], [-74.15982070539796, 40.5276296121709], [-74.15930974465421, 40.527766206873416], [-74.15909854360685, 40.52789056840839], [-74.15890261990262, 40.52803262992492], [-74.1586123704067, 40.52823714980805], [-74.15790240017333, 40.528652860128396], [-74.15698740062284, 40.529066158508485], [-74.15689233379078, 40.52892389227667], [-74.15775600596862, 40.52856915997627], [-74.1595223679479, 40.52729559030046], [-74.15967391346625, 40.527308842528974], [-74.15984344277281, 40.52752510108799]]]]}",5030012,Atlantic Village,2148.92974265,72103.6615945
