shape_leng,the_geom
1412.643184,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08568983334587, 40.636607279842856], [-74.08513463086213, 40.63635959967011], [-74.08554129380842, 40.635732887683915], [-74.08597470631678, 40.635350158290265], [-74.08644030937181, 40.63560370216417], [-74.0869059282791, 40.635857243633836], [-74.08587882899216, 40.636691590003565], [-74.08568983334587, 40.636607279842856]]]]}"
1287.27778912,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11542296435925, 40.560270131236656], [-74.11621668619293, 40.55952512667056], [-74.11695242013847, 40.55998228883498], [-74.11602184745189, 40.56084062399406], [-74.11587853505092, 40.560742827181684], [-74.11574563371171, 40.56063578025785], [-74.11562461934481, 40.56052050052199], [-74.1155167359443, 40.56039817354194], [-74.11542296435925, 40.560270131236656]]]]}"
1346.22419149,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11755774386319, 40.57462775054098], [-74.11846962482021, 40.573687638113704], [-74.11919255376958, 40.57409335991941], [-74.11829687331714, 40.57502258367198], [-74.11755774386319, 40.57462775054098]]]]}"
2246.22242184,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15921098756237, 40.62064120131346], [-74.15941014104614, 40.61986704371273], [-74.16237013559875, 40.62031045984016], [-74.16217570364915, 40.621073945322166], [-74.15921098756237, 40.62064120131346]]]]}"
983.852774739,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.0697596853967, 40.6197471401967], [-74.07014459593987, 40.619465979179644], [-74.07095381235214, 40.62043160622093], [-74.07070703558026, 40.62036105841564], [-74.0697596853967, 40.6197471401967]]]]}"
1631.09047249,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10368897506345, 40.57650392265307], [-74.10377268657115, 40.576420485665885], [-74.10454243751282, 40.57565325090837], [-74.10460846462168, 40.57568136024342], [-74.10585717985643, 40.576212876054285], [-74.10495831319317, 40.57709965591959], [-74.10423406729856, 40.57673842100716], [-74.10368897506345, 40.57650392265307]]]]}"
1094.12006749,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09719237050396, 40.58828333684243], [-74.09701144600515, 40.58818981682981], [-74.09793067672183, 40.587516057068505], [-74.09850595227898, 40.587809676993594], [-74.09758375134577, 40.58848627092159], [-74.09719237050396, 40.58828333684243]]]]}"
2040.64789868,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.17193919550922, 40.549289510802254], [-74.17475895066339, 40.54895049216326], [-74.17469145919183, 40.54930745604105], [-74.1746821139385, 40.54966138675493], [-74.17209528148155, 40.549988357323656], [-74.17193919550922, 40.549289510802254]]]]}"
1703.38117241,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07524403910642, 40.62600632452716], [-74.07749670025916, 40.625799608266306], [-74.07761593702759, 40.62650610297477], [-74.07564613669973, 40.626663718556074], [-74.07524403910642, 40.62600632452716]]]]}"
1547.18604197,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15092421645622, 40.56482497685122], [-74.1523954350915, 40.56394246393497], [-74.15294289455183, 40.56451532597253], [-74.15223455657237, 40.56495063590464], [-74.15150507695977, 40.56538269160456], [-74.15092421645622, 40.56482497685122]]]]}"
1659.84648308,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.06881623825586, 40.59560907755566], [-74.06964532750253, 40.595264010752096], [-74.06970478517741, 40.59537636003467], [-74.07043976119893, 40.59673474668106], [-74.0695697428314, 40.59702005778455], [-74.06881623825586, 40.59560907755566]]]]}"
2421.0371799,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08709163679771, 40.64033437636216], [-74.0872057798552, 40.63989536764717], [-74.08739885542491, 40.63916037944151], [-74.08754146983058, 40.63844973431835], [-74.08752767548326, 40.63831558510585], [-74.08752766373405, 40.63831551374763], [-74.08752765221489, 40.63831545009555], [-74.08749384579151, 40.63818218122554], [-74.08749381044017, 40.638182055606], [-74.08749376277261, 40.638181929325754], [-74.08744024358788, 40.638052142104044], [-74.08744016109193, 40.6380519533621], [-74.08744006564311, 40.63805178155035], [-74.08736781837679, 40.63792783517627], [-74.08736774675114, 40.63792771829576], [-74.08736766368925, 40.637927600921344], [-74.08727831019813, 40.63781160163817], [-74.08804191602574, 40.637700903492146], [-74.0882356897149, 40.638399440700276], [-74.08816141987138, 40.63916244494985], [-74.08798425050304, 40.640263429207565], [-74.08795223166746, 40.64046484593076], [-74.08709163679771, 40.64033437636216]]]]}"
1347.0698669,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.12523528201692, 40.563526646011496], [-74.12548821505302, 40.56330936147051], [-74.12575417516751, 40.563100895955245], [-74.1260319361799, 40.5629021955897], [-74.12603233653206, 40.5629019075016], [-74.12603277292534, 40.5629016275829], [-74.12632182847052, 40.56271301884989], [-74.1266459222676, 40.562858384978924], [-74.12672510298827, 40.5628877006483], [-74.12679803787299, 40.562930178945145], [-74.12685929432867, 40.56298432297097], [-74.12690448373921, 40.56304697596919], [-74.12693127351643, 40.56311391861582], [-74.1269397013563, 40.563180738312376], [-74.12690936490817, 40.56325425479718], [-74.12686252688539, 40.56332494367048], [-74.12680012644763, 40.5633896248283], [-74.12672444804689, 40.563445469160875], [-74.12663889057934, 40.563490355484596], [-74.12654744025663, 40.56352314587862], [-74.12640856577451, 40.563591252602706], [-74.12627977473811, 40.563672108153], [-74.12616394718636, 40.56376429578266], [-74.12606352246438, 40.56386589597666], [-74.12598024399281, 40.5639746175673], [-74.12523528201692, 40.563526646011496]]]]}"
1511.17374266,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08708799689826, 40.611168831239276], [-74.08794593053334, 40.610318705923675], [-74.08886588588038, 40.61085929357795], [-74.08833234136453, 40.61167203804787], [-74.08821627799628, 40.61184045347776], [-74.08708799689826, 40.611168831239276]]]]}"
2117.42433466,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.1315077304508, 40.582097072258094], [-74.13158526571051, 40.58207597476803], [-74.13165961807819, 40.582040039089584], [-74.1317236301765, 40.58198981539317], [-74.13177071918659, 40.581928489617766], [-74.13179681977786, 40.581861352509485], [-74.13180151808464, 40.581794331085156], [-74.13178769487666, 40.58173245379512], [-74.13141815205836, 40.58030725591349], [-74.13236870162869, 40.58011781998149], [-74.13281520135018, 40.58220807998363], [-74.13230977146041, 40.58223739916457], [-74.13168010562397, 40.582169411796485], [-74.1315077304508, 40.582097072258094]]]]}"
1158.43451066,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13717097889045, 40.620128930086274], [-74.13743544224623, 40.61914708151275], [-74.13819132211857, 40.619266359489075], [-74.1379263836048, 40.62024729147563], [-74.13717097889045, 40.620128930086274]]]]}"
2342.17882966,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09416296953317, 40.58673519267965], [-74.09261596876533, 40.58593981066873], [-74.09340699380168, 40.585240111930815], [-74.09592290514696, 40.586531551472504], [-74.09507144387963, 40.58720340120898], [-74.09416296953317, 40.58673519267965]]]]}"
2092.49781099,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16604785948496, 40.60989828239485], [-74.16623992069258, 40.609200613221134], [-74.16900038326936, 40.60963878965185], [-74.16884710032873, 40.61033347120896], [-74.16604785948496, 40.60989828239485]]]]}"
686.919640949,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13485148436098, 40.615545434865425], [-74.13472520784416, 40.61552905753155], [-74.13492076286589, 40.6148759053586], [-74.13523623573647, 40.61493024176779], [-74.13514558483294, 40.615256192447], [-74.13518138728507, 40.615353893682205], [-74.1350967695766, 40.61558991112428], [-74.13485148436098, 40.615545434865425]]]]}"
2973.18602557,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09156805325625, 40.58429903067191], [-74.08978365994507, 40.583391585767814], [-74.09030626087096, 40.58279782994546], [-74.0920450350658, 40.58372698885157], [-74.09220968355038, 40.58380896705367], [-74.09402416461535, 40.58474638166682], [-74.09340699380168, 40.585240111930815], [-74.09156805325625, 40.58429903067191]]]]}"
1732.37356005,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08016921641313, 40.64005656653474], [-74.08110049694088, 40.63992282533914], [-74.08130714211008, 40.64074191709278], [-74.08148001617707, 40.64155046162586], [-74.08055489346589, 40.641691503773515], [-74.08016921641313, 40.64005656653474]]]]}"
1317.91980664,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16482774554385, 40.62573139981347], [-74.16494608470678, 40.625069481325966], [-74.16645419275315, 40.62536485833092], [-74.16626904389186, 40.62598491972004], [-74.16482774554385, 40.62573139981347]]]]}"
2316.41431159,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16246054798417, 40.560035573828245], [-74.16222029913051, 40.55932899039797], [-74.16468465855839, 40.559009604661085], [-74.16494149425374, 40.56011179713428], [-74.16377941590186, 40.56031697962197], [-74.16272123624282, 40.56077419502287], [-74.16246054798417, 40.560035573828245]]]]}"
2688.75978538,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15573077130404, 40.56348664559849], [-74.15543337678577, 40.562807385537305], [-74.15530132929187, 40.56251273133122], [-74.15513255596008, 40.562130082366615], [-74.15482930574606, 40.561440615623425], [-74.15583821819503, 40.561180881535115], [-74.15672490126266, 40.56095558808981], [-74.15741136805543, 40.56249856675671], [-74.15725989537545, 40.56255326488274], [-74.15725974217555, 40.562553319372185], [-74.1572596127218, 40.562553383210826], [-74.15711551437285, 40.56262064166133], [-74.15711540794135, 40.56262068737508], [-74.15711531383053, 40.56262074128094], [-74.1569812202088, 40.56269959419631], [-74.15698100830791, 40.56269972130611], [-74.1569808076502, 40.56269986548861], [-74.15685893522155, 40.56278902207351], [-74.15685888851607, 40.56278905782117], [-74.15685884115395, 40.56278909457492], [-74.15675091060679, 40.56288697539292], [-74.15585090436466, 40.563774444719236], [-74.15573077130404, 40.56348664559849]]]]}"
1885.48731965,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.12690645818489, 40.60600590076233], [-74.12750264577163, 40.60596913033722], [-74.12778105249431, 40.60809132595857], [-74.1272346441516, 40.60815652718848], [-74.12690645818489, 40.60600590076233]]]]}"
1351.10244274,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.1369060765023, 40.572154883613976], [-74.13831079838563, 40.57198435299798], [-74.1384659707023, 40.572739887373096], [-74.13813873693235, 40.572779642960406], [-74.13704258187798, 40.572908452208196], [-74.1369060765023, 40.572154883613976]]]]}"
1589.82014943,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.06787383676034, 40.59600315722309], [-74.06802117282982, 40.595941050777355], [-74.06881623825586, 40.59560907755566], [-74.0695697428314, 40.59702005778455], [-74.06892647928733, 40.59723051969538], [-74.06874544132026, 40.59689698411351], [-74.0682861209869, 40.59656592014162], [-74.06787383676034, 40.59600315722309]]]]}"
1666.51221281,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10608202029282, 40.577125486171184], [-74.10667025312975, 40.57656595795827], [-74.10838054122179, 40.577476760752496], [-74.10774622253759, 40.57800985565425], [-74.10608202029282, 40.577125486171184]]]]}"
1987.22512402,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10122884856003, 40.58218848910724], [-74.10185567588566, 40.58166310059013], [-74.1025574430659, 40.582142366348165], [-74.10325409896262, 40.582617633136174], [-74.10384282898099, 40.583029939190894], [-74.10315727362091, 40.583522729674186], [-74.10122884856003, 40.58218848910724]]]]}"
661.758066983,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16167262309442, 40.63292370436768], [-74.16166713409346, 40.633076075556474], [-74.16166565018415, 40.633117277008054], [-74.16165865665815, 40.63331143367842], [-74.16090861161082, 40.63320024461951], [-74.16093931479445, 40.63291357553502], [-74.16167262309442, 40.63292370436768]]]]}"
1862.00907394,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09164763989003, 40.58544375036977], [-74.09089318439813, 40.58505665567389], [-74.09156805325625, 40.58429903067191], [-74.09340699380168, 40.585240111930815], [-74.09261596876533, 40.58593981066873], [-74.09164763989003, 40.58544375036977]]]]}"
7407.16737025,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.20699885281918, 40.557567489102794], [-74.20880330692857, 40.55730868910712], [-74.2105078944707, 40.5570641818672], [-74.2122003409283, 40.55644343036046], [-74.21350175561112, 40.55566761810394], [-74.21437139011594, 40.555588065557096], [-74.21455413977522, 40.55559031816494], [-74.21455422258097, 40.55559031801023], [-74.21455430535876, 40.55559030914402], [-74.21473791203366, 40.555576143562455], [-74.2147380301703, 40.555576133457265], [-74.2147381594824, 40.5555761151222], [-74.2149190098538, 40.5555454565213], [-74.21509339688768, 40.5554989325568], [-74.21525777255103, 40.555437838383696], [-74.21721338161689, 40.55471485944614], [-74.21741272772846, 40.55509386591924], [-74.217190725659, 40.55515908979561], [-74.21697226575232, 40.55523093600092], [-74.21675768740481, 40.555309292919596], [-74.21654732398616, 40.555394038821184], [-74.21624183617, 40.55548031523433], [-74.21604246060636, 40.55554411878305], [-74.2158515638787, 40.55565864947624], [-74.21556824707027, 40.5558130984206], [-74.21409179517829, 40.55646451363251], [-74.21416613986864, 40.55658872941326], [-74.21412277605917, 40.556619733346906], [-74.21405771378683, 40.55663223210401], [-74.21401027808207, 40.55663081139333], [-74.21396934069192, 40.556658335833795], [-74.21395537449725, 40.55665715479697], [-74.21386874478925, 40.55658729585602], [-74.21386359432296, 40.556574486531034], [-74.21390088160716, 40.55654216549752], [-74.21388755483308, 40.55651381386744], [-74.21386858606022, 40.55649612699943], [-74.21384686609429, 40.55648767013957], [-74.21383699319901, 40.556471221801566], [-74.21381634620245, 40.556429263914005], [-74.21379034524693, 40.5564012878489], [-74.21377719790847, 40.55639906205499], [-74.21376467317752, 40.55639694382792], [-74.21373503614487, 40.5564133032036], [-74.21371157006148, 40.55643500401692], [-74.21366207475855, 40.55648719216828], [-74.21362904527314, 40.55651181975187], [-74.2135959459592, 40.55652588048209], [-74.21356439624236, 40.55652928774992], [-74.21352072248355, 40.556533897968684], [-74.21347392300076, 40.55653991369648], [-74.21339560620767, 40.556559903707495], [-74.21333332352275, 40.5565859579645], [-74.21327457291383, 40.55662493427662], [-74.21324031474563, 40.55667262373706], [-74.20569605157345, 40.55851600560042], [-74.20699885281918, 40.557567489102794]]]]}"
582.205461436,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15638491068923, 40.5826946596679], [-74.15665071220837, 40.58240151901042], [-74.15712785669534, 40.582663100165895], [-74.15686332504046, 40.58294831603407], [-74.15638491068923, 40.5826946596679]]]]}"
1281.11388666,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.17142565790692, 40.558130021309374], [-74.17207390500609, 40.558039854194064], [-74.17303210343232, 40.55790657844439], [-74.17215217169314, 40.55878119546896], [-74.17159094987197, 40.55885353715733], [-74.17142565790692, 40.558130021309374]]]]}"
1721.39410359,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08024847580414, 40.601707314819386], [-74.08037959069104, 40.60150627160514], [-74.0804998408492, 40.60130111144649], [-74.0806088986145, 40.60109235679563], [-74.08070651502113, 40.600880530885235], [-74.08119595997918, 40.600415173993845], [-74.08121690347271, 40.600547931615026], [-74.08125785872099, 40.600678847674615], [-74.08131820769835, 40.600805329236714], [-74.08139658944191, 40.6009249524174], [-74.08184498190191, 40.601535197279716], [-74.08218729319184, 40.60194100804501], [-74.08203180149535, 40.60189509267212], [-74.08186880041065, 40.60186278195461], [-74.08170142221442, 40.60184500710643], [-74.08153303474748, 40.60184212774986], [-74.0813670042273, 40.60185389874738], [-74.08113913325569, 40.60185492446989], [-74.08091071289343, 40.60184062254783], [-74.08068438850817, 40.601810956777385], [-74.08046280770503, 40.60176629337884], [-74.08024847580414, 40.601707314819386]]]]}"
1678.6698933,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15672490126266, 40.56095558808981], [-74.15761278947232, 40.560728386175185], [-74.15825784169333, 40.562201977321855], [-74.15741136805543, 40.56249856675671], [-74.15672490126266, 40.56095558808981]]]]}"
2479.75332004,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.22085064822163, 40.512370398101055], [-74.22047533824963, 40.511620265219506], [-74.22042098799425, 40.51156178137103], [-74.22038278467153, 40.511490495777934], [-74.22036744263303, 40.511410764938205], [-74.22037860760584, 40.51132935396279], [-74.22041521814202, 40.51125376524171], [-74.22047191353596, 40.51119005155391], [-74.22054094107934, 40.51114141671872], [-74.22131274415166, 40.510880415400656], [-74.2214164464252, 40.51080672257725], [-74.22153351211384, 40.510742090408144], [-74.22166178694599, 40.510688532211795], [-74.22179843314179, 40.510647590363895], [-74.22194019865312, 40.510620246321224], [-74.22208360186168, 40.510606821760355], [-74.22222529314155, 40.510606997648644], [-74.22299024558271, 40.51256219882104], [-74.22240311367143, 40.512728702293074], [-74.2222715081998, 40.512647486452636], [-74.22207971040918, 40.512639077605854], [-74.22188566274494, 40.51264614359803], [-74.22169258836155, 40.51266897606169], [-74.221503788458, 40.51270730644445], [-74.22132237666972, 40.51276036532455], [-74.22115119203225, 40.51282691088816], [-74.22085064822163, 40.512370398101055]]]]}"
1824.17668159,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09224973111328, 40.59193714260749], [-74.09291619219165, 40.591448324214646], [-74.09479453627598, 40.592424767649966], [-74.0942859254545, 40.592995631416265], [-74.09224973111328, 40.59193714260749]]]]}"
2302.40795425,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11990301020225, 40.63017124104121], [-74.12106333616467, 40.62985198012111], [-74.12142603990507, 40.63062643197614], [-74.12168513097053, 40.63209102567295], [-74.12043693304324, 40.63224001564192], [-74.120224752755, 40.63093646412582], [-74.11990301020225, 40.63017124104121]]]]}"
1587.81112849,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10559988905946, 40.57757747108554], [-74.10608202029282, 40.577125486171184], [-74.10774622253759, 40.57800985565425], [-74.10710895272057, 40.5785357902246], [-74.10587626223158, 40.57787234642955], [-74.10559988905946, 40.57757747108554]]]]}"
1287.20199609,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.11602184745189, 40.56084062399406], [-74.11695242013847, 40.55998228883498], [-74.11769464232988, 40.56042407697116], [-74.11691099713467, 40.56116177797744], [-74.116680198047, 40.56109628332835], [-74.11645432881205, 40.56102067831709], [-74.11623452466812, 40.56093530576266], [-74.11602184745189, 40.56084062399406]]]]}"
1857.71192435,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.12876748765376, 40.62466712788923], [-74.12964790435477, 40.62460465128416], [-74.1300794696279, 40.626418596119514], [-74.12920250196248, 40.62654060567546], [-74.12876748765376, 40.62466712788923]]]]}"
1981.71814525,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.13767996370728, 40.60158007282864], [-74.1402708896489, 40.60142848010139], [-74.14034663323882, 40.60214192650794], [-74.13767731502759, 40.60228361065549], [-74.13767996370728, 40.60158007282864]]]]}"
1358.60838813,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09078824162648, 40.638548489587336], [-74.09088335554728, 40.638869116038194], [-74.09089755957928, 40.63891700289892], [-74.091044821007, 40.639413405323346], [-74.09114694424778, 40.63975764766884], [-74.09029248742078, 40.63989864014561], [-74.09019951799621, 40.63956206384977], [-74.09006097958803, 40.63906052849081], [-74.08997570959386, 40.638751807125175], [-74.09078824162648, 40.638548489587336]]]]}"
1275.43283747,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07505164487745, 40.61352628590668], [-74.07459217367914, 40.61308536577065], [-74.07528250114892, 40.612774595255836], [-74.07615651177545, 40.61357134068297], [-74.07603918920232, 40.61370207553835], [-74.07590466258517, 40.61382385163023], [-74.07575482031241, 40.613934759499124], [-74.07559203594401, 40.61403323129632], [-74.07505164487745, 40.61352628590668]]]]}"
1876.81099243,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.16952674373408, 40.549602230653385], [-74.17193919550922, 40.549289510802254], [-74.17209528148155, 40.549988357323656], [-74.1696847325522, 40.55030250930076], [-74.16952674373408, 40.549602230653385]]]]}"
2177.17956218,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09340699380168, 40.585240111930815], [-74.09402416461535, 40.58474638166682], [-74.09573505078546, 40.58564499800135], [-74.09652990915028, 40.586044786521285], [-74.09592290514696, 40.586531551472504], [-74.09340699380168, 40.585240111930815]]]]}"
386.563008716,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.24838702671293, 40.50825939606532], [-74.24889080129725, 40.50846519281299], [-74.2485308976048, 40.5085711189747], [-74.24838702671293, 40.50825939606532]]]]}"
1365.05133723,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.09166776322786, 40.638397729281806], [-74.09181927420605, 40.63837124962429], [-74.09249084305559, 40.63825385974146], [-74.0928403890897, 40.63947235013458], [-74.09205497956894, 40.6396055195905], [-74.0917679642584, 40.63871029115522], [-74.09166776322786, 40.638397729281806]]]]}"
2218.13746245,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.2469643901928, 40.50648031210689], [-74.24789244719877, 40.50630358076198], [-74.24838702671293, 40.50825939606532], [-74.2485308976048, 40.5085711189747], [-74.24804593238767, 40.5087156409629], [-74.24775189420903, 40.50880184511756], [-74.2469643901928, 40.50648031210689]]]]}"
1941.24222327,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15046462220288, 40.53419468029218], [-74.15100414253375, 40.53376680706602], [-74.1531140840537, 40.53497696100088], [-74.15314906739374, 40.534997024517075], [-74.15262098224753, 40.535458517769186], [-74.152568269701, 40.53542762855605], [-74.15046462220288, 40.53419468029218]]]]}"
1075.34955567,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08447138836542, 40.62022565069437], [-74.08456140869004, 40.61980753613813], [-74.08589883576234, 40.61990942924535], [-74.08581269157021, 40.62037554903094], [-74.08461726566529, 40.620240869790344], [-74.08447138836542, 40.62022565069437]]]]}"
1786.01892196,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15150277931805, 40.53333193254559], [-74.15172983185099, 40.53309988173869], [-74.15184989214386, 40.53304468224067], [-74.15284490446642, 40.533624069228], [-74.15393140348462, 40.53424373864905], [-74.1539741981943, 40.53426814857113], [-74.15361283991945, 40.53458551948956], [-74.15359917602902, 40.534530912151595], [-74.15150277931805, 40.53333193254559]]]]}"
1342.90140973,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.06752831133402, 40.596146264908995], [-74.06787383676034, 40.59600315722309], [-74.0682861209869, 40.59656592014162], [-74.06874544132026, 40.59689698411351], [-74.06892647928733, 40.59723051969538], [-74.06835146410754, 40.59742112491708], [-74.06752831133402, 40.596146264908995]]]]}"
1258.09333071,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08567004844197, 40.61032124497507], [-74.08652806583166, 40.60947510239425], [-74.08720823351663, 40.609878958258534], [-74.08634214941016, 40.61072603972042], [-74.08567004844197, 40.61032124497507]]]]}"
1438.62173238,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.1186404353415, 40.559541893578704], [-74.11955588423463, 40.55869998714957], [-74.1196318558533, 40.55867605345503], [-74.12049033233595, 40.55917502061206], [-74.12028522957401, 40.559135999588534], [-74.11937726656176, 40.55998256805511], [-74.1186404353415, 40.559541893578704]]]]}"
2251.61605229,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.1319062461305, 40.62976693819533], [-74.13174428238939, 40.62968388804106], [-74.13201846711762, 40.62886665809204], [-74.13237668109812, 40.62773396768196], [-74.13286648335679, 40.62789798152497], [-74.13320467162168, 40.628010317183936], [-74.1333802691865, 40.62806178603675], [-74.1335505607453, 40.628125318003804], [-74.13371346452003, 40.6282003667051], [-74.13386699403918, 40.62828611593887], [-74.13400940878581, 40.62838149575403], [-74.13413925364652, 40.62848522813645], [-74.13343731286663, 40.629074346252764], [-74.13228531910966, 40.630018990042664], [-74.1319062461305, 40.62976693819533]]]]}"
2480.66723623,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.12106333616467, 40.62985198012111], [-74.12246767919851, 40.62946118859742], [-74.12279392184439, 40.63196443132762], [-74.12168513097053, 40.63209102567295], [-74.12142603990507, 40.63062643197614], [-74.12106333616467, 40.62985198012111]]]]}"
1999.60260877,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.07568162385489, 40.62491805524881], [-74.07815509033331, 40.624194480648434], [-74.07853596267456, 40.624939113045954], [-74.07741291296689, 40.62528823222638], [-74.07598270880126, 40.625509543641044], [-74.07568162385489, 40.62491805524881]]]]}"
1853.32146501,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08912148061724, 40.58414256119299], [-74.08978365994507, 40.583391585767814], [-74.09156805325625, 40.58429903067191], [-74.09089318439813, 40.58505665567389], [-74.08912148061724, 40.58414256119299]]]]}"
1696.68359769,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10667025312975, 40.57656595795827], [-74.10726057028681, 40.57600854215695], [-74.10901341125937, 40.576945383546835], [-74.10838054122179, 40.577476760752496], [-74.10667025312975, 40.57656595795827]]]]}"
1985.24982416,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.1924734425763, 40.5453013306056], [-74.19509452943058, 40.54457167480881], [-74.19514002855435, 40.54468233608414], [-74.19382026109936, 40.54549536187157], [-74.19306056536469, 40.54597088793092], [-74.19273857776729, 40.546140016633686], [-74.1924734425763, 40.5453013306056]]]]}"
4216.0375837,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.08194265521044, 40.64402808104197], [-74.0816529044343, 40.64360350285843], [-74.08277309682748, 40.64314132163945], [-74.08271112933423, 40.642963297714786], [-74.08262838337174, 40.642789107161335], [-74.08252559621762, 40.642620819052176], [-74.08240396223856, 40.64246040763877], [-74.08226510458289, 40.64230963326254], [-74.08209393318779, 40.64228908960854], [-74.08191842787373, 40.64228227154677], [-74.081741463065, 40.64228975448483], [-74.08156605207375, 40.6423116721442], [-74.08139520999462, 40.64234763356417], [-74.08123176049328, 40.64239680063571], [-74.08107817243365, 40.64245790915495], [-74.08097807290245, 40.642416340150724], [-74.08088533513236, 40.64236217611714], [-74.08080393207962, 40.64229677461142], [-74.08073714297731, 40.64222237572369], [-74.08068718054398, 40.64214191336056], [-74.08065492460688, 40.64205861084457], [-74.08055489346589, 40.641691503773515], [-74.08148001617707, 40.64155046162586], [-74.08198344119644, 40.64150668077462], [-74.0818766364447, 40.64100013346089], [-74.08215792223258, 40.64080793328873], [-74.0821845246926, 40.640619265126226], [-74.08228199570526, 40.64060089645306], [-74.0828989531713, 40.64120820468548], [-74.08300427201573, 40.64132135116949], [-74.0830043427118, 40.641321431197085], [-74.08300440198482, 40.6413215217872], [-74.08309282787266, 40.64144417187516], [-74.08309292237786, 40.641444297453226], [-74.08309299401145, 40.64144442371795], [-74.08316247875476, 40.641574327011746], [-74.08316259733446, 40.64157453449379], [-74.08316267963698, 40.641574750713545], [-74.0832119085506, 40.641709368801756], [-74.08321197940694, 40.64170957682086], [-74.08321202715707, 40.6417097737998], [-74.08324048750067, 40.64184665932074], [-74.08334124722921, 40.642368995582736], [-74.08414352403344, 40.64343089730634], [-74.0820726845645, 40.644207605437934], [-74.08194265521044, 40.64402808104197]]]]}"
1766.45430641,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.15150507695977, 40.56538269160456], [-74.15223455657237, 40.56495063590464], [-74.15357985597261, 40.56625318613565], [-74.15295627749487, 40.566776016777744], [-74.15150507695977, 40.56538269160456]]]]}"
1362.62238764,"{'type': 'MultiPolygon', 'coordinates': [[[[-74.10325409896262, 40.582617633136174], [-74.10427916617704, 40.581750556502634], [-74.10503287181565, 40.58215353891816], [-74.10384282898099, 40.583029939190894], [-74.10325409896262, 40.582617633136174]]]]}"
