objectid,globalid,plantingspaceglobalid,geometry,location,genusspecies,createddate,tpcondition
101629,16495574-E9B8-4F65-927A-6CFCA4023334,C759127D-4081-41BD-A758-912C0169A4C0,POINT(-74.07730413396833 40.623602652571186),"{'type': 'Point', 'coordinates': [-74.07730413396833, 40.623602652571186]}",Pyrus calleryana - Callery pear,2015-03-13 04:00:00.0000000,Good
93228,74F37A66-C783-4577-ADAA-734146D5AD48,AC4BB13F-02D6-4975-A18F-1FFBD4B72EF3,POINT(-73.94616631506354 40.83116410964076),"{'type': 'Point', 'coordinates': [-73.94616631506354, 40.83116410964076]}",Tilia cordata - littleleaf linden,2015-03-09 04:00:00.0000000,Unknown
92826,DF7840E2-3BE0-415A-A1EF-88DB38E93B20,5FA53832-1420-44E7-B6C2-AC7601E2729C,POINT(-73.80889631491311 40.71090872145983),"{'type': 'Point', 'coordinates': [-73.80889631491311, 40.71090872145983]}",Acer buergerianum - trident maple,2015-03-09 04:00:00.0000000,Good
87623,37195E1A-A7EE-4AA4-8389-19A0ED5C46F7,A644AB79-A3CB-4F7F-923B-F308E615CCD4,POINT(-73.93848036135195 40.81299277914583),"{'type': 'Point', 'coordinates': [-73.93848036135195, 40.81299277914583]}",Fraxinus pennsylvanica - Green ash,2015-03-03 05:00:00.0000000,Good
96030,A5889D64-7F83-4471-B979-1D09F3758125,D309D545-9A62-4C7C-8FAB-8C7FD0619C68,POINT(-73.91830243503632 40.67751182259077),"{'type': 'Point', 'coordinates': [-73.91830243503632, 40.67751182259077]}",Quercus palustris - pin oak,2015-03-11 04:00:00.0000000,Good
100828,4CC6B77F-778A-4EE5-AC3B-085E4051EDC4,1D9203EA-FDC1-4A57-A599-7FE41DCB6A16,POINT(-74.07812194887646 40.62397068354924),"{'type': 'Point', 'coordinates': [-74.07812194887646, 40.62397068354924]}",Acer rubrum - red maple,2015-03-13 04:00:00.0000000,Fair
90823,5AE610CF-7ABB-416D-8852-58EF62A35DB3,B3E480C9-E951-4EB8-BF00-2A6BBC68A701,POINT(-73.94573302735405 40.68072758505007),"{'type': 'Point', 'coordinates': [-73.94573302735405, 40.68072758505007]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-06 05:00:00.0000000,Fair
103260,F6A46A87-9246-4947-A082-7AC40A639AAD,64B4E0D0-5C0A-46C3-B8C8-6B011BD1070A,POINT(-74.0930905689941 40.6232673837814),"{'type': 'Point', 'coordinates': [-74.0930905689941, 40.6232673837814]}",Platanus x acerifolia - London planetree,2015-03-16 04:00:00.0000000,Fair
94024,68DD99A3-DB78-45A3-A79B-B748389E5FE6,757328E2-3378-4C45-971F-886BF556E8CD,POINT(-73.7499973182585 40.687375120566976),"{'type': 'Point', 'coordinates': [-73.7499973182585, 40.687375120566976]}",Acer campestre - hedge maple,2015-03-10 04:00:00.0000000,Unknown
103249,D609E0DD-C1C8-4B47-A3C6-00A5F5E89923,D79A2C04-1227-4FC5-B1E3-652C14D9E417,POINT(-74.09119716037509 40.62434808617988),"{'type': 'Point', 'coordinates': [-74.09119716037509, 40.62434808617988]}",Aesculus hippocastanum - horse chestnut,2015-03-16 04:00:00.0000000,Fair
88823,79A5DBAF-F305-4DA1-A4B1-7A8C8D085435,96FB6C55-612F-466D-9449-85A3CD2178E1,POINT(-74.20903635163978 40.519577813518666),"{'type': 'Point', 'coordinates': [-74.20903635163978, 40.519577813518666]}",Pyrus calleryana - Callery pear,2015-03-04 05:00:00.0000000,Fair
92823,9D2488AC-3B5E-4239-B6A1-0D0B4744847E,2B1B37B1-37A3-4210-878B-DBA3CFBA29DC,POINT(-73.9854775259179 40.71818522952839),"{'type': 'Point', 'coordinates': [-73.9854775259179, 40.71818522952839]}",Pyrus calleryana - Callery pear,2015-03-09 04:00:00.0000000,Fair
103248,BE4400EF-33AD-4E30-B48A-8300D4447EB7,12FC5B90-8B12-4AB3-ABEE-2554857B7025,POINT(-74.0915308998201 40.62429480701139),"{'type': 'Point', 'coordinates': [-74.0915308998201, 40.62429480701139]}",Acer - maple,2015-03-16 04:00:00.0000000,Fair
103246,15C9E999-69F2-4382-9BA2-56243A6F26B7,F85106A4-F54F-4568-AD1A-86588D48826F,POINT(-74.09258013198148 40.6242463390066),"{'type': 'Point', 'coordinates': [-74.09258013198148, 40.6242463390066]}",Platanus x acerifolia - London planetree,2015-03-16 04:00:00.0000000,Fair
103232,91B759D7-816B-422E-83B2-9E8A51B38AD7,BE722A62-500E-410D-81B7-FF72E78B2D94,POINT(-74.08863135504222 40.62440870219972),"{'type': 'Point', 'coordinates': [-74.08863135504222, 40.62440870219972]}",Pyrus calleryana - Callery pear,2015-03-16 04:00:00.0000000,Fair
95624,831738DB-B37E-4475-8821-CC458E789570,4F63C29D-896E-420E-A44D-F69499BB0CDE,POINT(-73.73874539768714 40.65568886901168),"{'type': 'Point', 'coordinates': [-73.73874539768714, 40.65568886901168]}",Quercus palustris - pin oak,2015-03-11 04:00:00.0000000,Fair
101224,7DE25257-4109-4E25-9631-93F04074DBC8,A818864E-A01F-404B-BCBE-35D5C87C4D74,POINT(-74.07607204709305 40.62394830892736),"{'type': 'Point', 'coordinates': [-74.07607204709305, 40.62394830892736]}",Pyrus calleryana - Callery pear,2015-03-13 04:00:00.0000000,Fair
103230,432542A7-41B1-445A-BF91-BFDB96D00799,E7B3F678-A4F5-43CD-9011-4988F90F74EF,POINT(-74.08860582881948 40.625664521301495),"{'type': 'Point', 'coordinates': [-74.08860582881948, 40.625664521301495]}",Pyrus calleryana - Callery pear,2015-03-16 04:00:00.0000000,Good
100829,9A2A0F38-C2F9-46D9-A788-30F840213A9F,BD11C0F6-A869-49B2-9A5E-239ABFAC16E0,POINT(-73.95851761810482 40.66193926498061),"{'type': 'Point', 'coordinates': [-73.95851761810482, 40.66193926498061]}",Acer platanoides - Norway maple,2015-03-13 04:00:00.0000000,Good
96428,BE53A203-3014-4200-940E-603EEDBEAEA4,5434DFCB-E38F-40E2-950A-56FDD523595E,POINT(-73.85293124774128 40.87897354141146),"{'type': 'Point', 'coordinates': [-73.85293124774128, 40.87897354141146]}",Platanus x acerifolia - London planetree,2015-03-11 04:00:00.0000000,Good
92827,3898A869-3706-44D3-A30D-7828BA2299B2,A783840B-36A9-475B-BEE1-E8B2248F6333,POINT(-73.94452091329741 40.779669808856454),"{'type': 'Point', 'coordinates': [-73.94452091329741, 40.779669808856454]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-09 04:00:00.0000000,Good
96033,4C56B90D-A5A5-4B4F-B137-B68780C9AC27,7694AFA5-FD19-4A6A-A37B-3909165D40B2,POINT(-73.9135897078403 40.77202827212506),"{'type': 'Point', 'coordinates': [-73.9135897078403, 40.77202827212506]}",Acer platanoides - Norway maple,2015-03-11 04:00:00.0000000,Poor
103262,85C2CFF0-8F0F-4802-883F-235AA99FCEBA,20A27260-2B60-4AE0-9639-42ED7D54BFD8,POINT(-73.9017383809553 40.69885065097627),"{'type': 'Point', 'coordinates': [-73.9017383809553, 40.69885065097627]}",Acer platanoides - Norway maple,2015-03-16 04:00:00.0000000,Fair
88825,394AEC59-B91C-45AD-93FB-2996B0C09747,F31930BA-47FD-4D9F-B8A2-7A4FA4707D16,POINT(-73.73589054380587 40.73590388589216),"{'type': 'Point', 'coordinates': [-73.73589054380587, 40.73590388589216]}",Fraxinus americana - white ash,2015-03-04 05:00:00.0000000,Fair
102823,613BFDAB-FAD7-421E-9AD1-E2F901307099,6B12EFC2-4FB3-4833-A8C3-C8D5D52FFD84,POINT(-73.95465453005639 40.80816289798682),"{'type': 'Point', 'coordinates': [-73.95465453005639, 40.80816289798682]}",Platanus x acerifolia - London planetree,2015-03-15 04:00:00.0000000,Good
101624,BE183962-00A3-4256-A154-F33E1D93E23E,B4A58CC4-1A07-4540-9E60-DDE930CE28AB,POINT(-74.07617643230876 40.62391853773097),"{'type': 'Point', 'coordinates': [-74.07617643230876, 40.62391853773097]}",Pyrus calleryana - Callery pear,2015-03-13 04:00:00.0000000,Fair
101635,ABBFCCE8-CDA5-4D72-902F-FC3E46E47DA0,F6779384-382B-4C73-B870-08ED5E4D3BBC,POINT(-74.07817480658122 40.624016853901054),"{'type': 'Point', 'coordinates': [-74.07817480658122, 40.624016853901054]}",Acer platanoides - Norway maple,2015-03-13 04:00:00.0000000,Good
100433,0FF2F649-82B0-4FD8-B31A-4A64E4FA1DD4,BF4741C8-17A0-46C9-ACBB-6E230AD6F516,POINT(-74.07767078756208 40.62347939702169),"{'type': 'Point', 'coordinates': [-74.07767078756208, 40.62347939702169]}",Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry,2015-03-13 04:00:00.0000000,Fair
100431,218DFF20-F0C0-4934-B301-453357920D1A,BF04F7BF-5117-40EC-B4C8-8AB3991DB91A,POINT(-73.83972866882603 40.86977903555747),"{'type': 'Point', 'coordinates': [-73.83972866882603, 40.86977903555747]}",Acer platanoides 'Not Green Leaf' - 'Not Green Leaf' Norway maple,2015-03-13 04:00:00.0000000,Dead
93625,72337C70-A97A-4959-A654-E31F97803F66,F6FBE1E0-C633-46A4-807D-2EED2E3B32FA,POINT(-73.98045838845547 40.638632739378934),"{'type': 'Point', 'coordinates': [-73.98045838845547, 40.638632739378934]}",Acer platanoides - Norway maple,2015-03-09 04:00:00.0000000,Good
97223,EF37DC2A-1A1C-4F97-B0C7-6DB6FEFC69F8,BBAFBFDC-3381-460F-B26B-6F3DA1D6FBDE,POINT(-73.72948022279164 40.730268309715214),"{'type': 'Point', 'coordinates': [-73.72948022279164, 40.730268309715214]}",Zelkova serrata - Japanese zelkova,2015-03-11 04:00:00.0000000,Fair
101631,EA448F17-3199-47B0-A83F-2F009459A003,D200EE18-E08B-45B8-B119-3CDEAA7283A1,POINT(-74.07749469852463 40.62366409510228),"{'type': 'Point', 'coordinates': [-74.07749469852463, 40.62366409510228]}",Platanus x acerifolia - London planetree,2015-03-13 04:00:00.0000000,Good
103256,FCF9C921-0574-4CAA-B219-EBEAE937486F,9368C89D-C636-4E5B-A99B-028C1E760553,POINT(-74.0921798910244 40.62367365093363),"{'type': 'Point', 'coordinates': [-74.0921798910244, 40.62367365093363]}",Platanus x acerifolia - London planetree,2015-03-16 04:00:00.0000000,Fair
103623,E4FEB041-B572-4AB1-BE58-D3C172FD7AD0,9550A1B9-FCEA-44F6-9287-E9CFB8457133,POINT(-74.07677553090679 40.62464842533382),"{'type': 'Point', 'coordinates': [-74.07677553090679, 40.62464842533382]}",Ulmus americana - American elm,2015-03-16 04:00:00.0000000,Dead
102423,5CA5769A-4115-46A6-98A7-C8D158FD2607,8FBF9D54-75BB-4D81-9D40-D4164DFFEAAE,POINT(-73.9875621938607 40.727686715521195),"{'type': 'Point', 'coordinates': [-73.9875621938607, 40.727686715521195]}",Tilia americana - American basswood,2015-03-15 04:00:00.0000000,Good
89630,D2CBE038-AFF7-45D5-BEE0-E11A9884447B,E334F82D-8311-4679-92CF-653F87E7D424,POINT(-73.85729207604317 40.68766839619958),"{'type': 'Point', 'coordinates': [-73.85729207604317, 40.68766839619958]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-04 05:00:00.0000000,Good
86823,2B457A4C-E0E4-4E17-81C4-A5449F51C804,E814CD37-9F53-4D79-AF86-3B454F9D29B9,POINT(-73.81656874596392 40.716290654685075),"{'type': 'Point', 'coordinates': [-73.81656874596392, 40.716290654685075]}",Acer nigrum - black maple,2015-02-28 05:00:00.0000000,Excellent
89629,D556E89C-D639-45AF-998B-F6819D020B18,E4E63A70-FD87-4D95-8A1C-B135CD7CFBBF,POINT(-73.95430481549575 40.7687376084433),"{'type': 'Point', 'coordinates': [-73.95430481549575, 40.7687376084433]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-04 05:00:00.0000000,Fair
94023,78CD7F63-4493-4C6A-BEC7-E4B93F07BF6D,624FD0B1-4440-4F0A-894A-6A9B1A692964,POINT(-73.85752339157239 40.8806620092064),"{'type': 'Point', 'coordinates': [-73.85752339157239, 40.8806620092064]}",Zelkova serrata - Japanese zelkova,2015-03-10 04:00:00.0000000,Dead
99624,A3C4A25D-834A-4EF8-AD17-929F84B93FC1,999E89B0-EDAB-4D0B-87A8-D4621C1573B9,POINT(-73.96301239629126 40.59262062481731),"{'type': 'Point', 'coordinates': [-73.96301239629126, 40.59262062481731]}",Acer pseudoplatanus - sycamore maple,2015-03-12 04:00:00.0000000,Good
103238,6504A9A0-9C04-492D-9354-48C21AB6AE17,B5382A91-F9A2-42A5-86DD-EBB31CF6BF43,POINT(-74.09152257935428 40.625296554049314),"{'type': 'Point', 'coordinates': [-74.09152257935428, 40.625296554049314]}",Aesculus hippocastanum - horse chestnut,2015-03-16 04:00:00.0000000,Fair
90824,FFB7B0CB-2B9A-40F6-8507-0535F363BD17,8EE97251-0953-4A33-9050-4950F2318BC8,POINT(-74.13102204411233 40.60128403498094),"{'type': 'Point', 'coordinates': [-74.13102204411233, 40.60128403498094]}",Acer saccharinum - silver maple,2015-04-08 10:29:00.0000000,Unknown
100826,9A2B0713-71BA-4A26-936A-277591405AC7,F0EF6B0F-B93D-4A2A-A4B9-50AA9FC6D635,POINT(-74.07614303451746 40.62394851411104),"{'type': 'Point', 'coordinates': [-74.07614303451746, 40.62394851411104]}",Acer palmatum - Japanese maple,2015-03-13 04:00:00.0000000,Fair
92828,8AC2480E-188A-4771-90F2-41C44F12DE5A,F2FAA9DF-F587-44C8-8B86-25D72AE4E287,POINT(-73.8455160751631 40.681614444541275),"{'type': 'Point', 'coordinates': [-73.8455160751631, 40.681614444541275]}",Quercus palustris - pin oak,2015-03-09 04:00:00.0000000,Poor
100023,BC306C2B-79C1-42F3-BF7C-BF5BBB97FBAD,AC4AF472-64DE-41E8-9622-7D2DFB2AAF1F,POINT(-73.95051109632495 40.660431316968975),"{'type': 'Point', 'coordinates': [-73.95051109632495, 40.660431316968975]}",Tilia cordata - littleleaf linden,2015-03-12 04:00:00.0000000,Fair
96431,91F0BA4F-5576-409B-A6C7-D390649359C1,D309D545-9A62-4C7C-8FAB-8C7FD0619C68,POINT(-73.91830243503632 40.67751182259077),"{'type': 'Point', 'coordinates': [-73.91830243503632, 40.67751182259077]}",Quercus palustris - pin oak,2015-03-11 04:00:00.0000000,Good
101239,D241139A-2A27-40C6-ACD1-56FF1BE7A3AB,48221BC8-4579-4358-A826-A6C20BF8F56A,POINT(-74.03786851690863 40.617413035965555),"{'type': 'Point', 'coordinates': [-74.03786851690863, 40.617413035965555]}",Quercus palustris - pin oak,2015-03-13 04:00:00.0000000,Dead
101626,BD7F884E-785C-4EF4-AC3B-761CCAD7ADC7,62B98FE9-98BB-4D8A-9F95-C6274F7EFE99,POINT(-74.07668450782478 40.62390189703546),"{'type': 'Point', 'coordinates': [-74.07668450782478, 40.62390189703546]}",Prunus cerasifera - cherry plum,2015-03-13 04:00:00.0000000,Fair
103235,81568708-1273-4AE4-B7E3-D1BECBEC27AD,415609A8-D843-455E-998C-7967332FB346,POINT(-74.09120948560395 40.62569075710861),"{'type': 'Point', 'coordinates': [-74.09120948560395, 40.62569075710861]}",Acer - maple,2015-03-16 04:00:00.0000000,Good
96432,AE7A31AD-CA11-4A90-8759-CA7C9E6C60A1,6136FB10-0E1C-46DD-9CEC-42DD9E74D41F,POINT(-74.16611957444773 40.64001367917599),"{'type': 'Point', 'coordinates': [-74.16611957444773, 40.64001367917599]}",Acer - maple,2015-03-11 04:00:00.0000000,Dead
103234,2C49A349-8055-4954-8A64-DD5277EB6891,8C5D069D-AC27-4293-A7F0-08991AEBE111,POINT(-74.09104621918752 40.6259074174139),"{'type': 'Point', 'coordinates': [-74.09104621918752, 40.6259074174139]}",Aesculus hippocastanum - horse chestnut,2015-03-16 04:00:00.0000000,Good
100423,A5C7BCA3-1E37-4921-AD50-341A437118CF,BFF766DE-8B28-431D-AE72-10016BD0FE06,POINT(-74.12044745103975 40.57736936711063),"{'type': 'Point', 'coordinates': [-74.12044745103975, 40.57736936711063]}",Liquidambar styraciflua - sweetgum,2015-03-13 04:00:00.0000000,Fair
92825,8AA3C30A-9F05-47B9-B345-17C6741F6164,6006AC89-CBD3-404A-9775-CCEA2CC7212F,POINT(-74.01077204743451 40.725043521377096),"{'type': 'Point', 'coordinates': [-74.01077204743451, 40.725043521377096]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-09 04:00:00.0000000,Good
93223,A1B51BE2-D02F-4D02-9DB5-654DEEAF84BA,0291F2B2-E63E-4992-85D6-D987A019D9FC,POINT(-74.00382387751313 40.73789675544771),"{'type': 'Point', 'coordinates': [-74.00382387751313, 40.73789675544771]}",Tilia cordata - littleleaf linden,2015-03-09 04:00:00.0000000,Dead
101632,E51E40A4-3E35-4753-8E72-0020BF0B2935,2D671880-A5FB-4BF9-BE1B-630F35581CA4,POINT(-74.07788799793016 40.62351052697131),"{'type': 'Point', 'coordinates': [-74.07788799793016, 40.62351052697131]}",Acer rubrum - red maple,2015-03-13 04:00:00.0000000,Fair
101630,F0225EE9-250F-4ABE-9492-99E80F0BB6E4,03485F90-9CF1-42DB-9282-6C61BBE44C13,POINT(-74.07735750246938 40.62370630004145),"{'type': 'Point', 'coordinates': [-74.07735750246938, 40.62370630004145]}",Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry,2015-03-13 04:00:00.0000000,Dead
103257,EDEE52E1-B230-4078-A6AD-75D04620CAF1,D12FA245-4D3C-48E9-88D9-4D15BEC5D537,POINT(-74.09274431069409 40.623436462081145),"{'type': 'Point', 'coordinates': [-74.09274431069409, 40.623436462081145]}",Platanus x acerifolia - London planetree,2015-03-16 04:00:00.0000000,Poor
100024,367144E7-219B-461F-BF84-6DE9E8E9E342,882EA2EB-6BFC-4458-AD4F-7B5CF0D54FA0,POINT(-74.11996406388805 40.57309992746998),"{'type': 'Point', 'coordinates': [-74.11996406388805, 40.57309992746998]}",Acer saccharinum - silver maple,2015-03-12 04:00:00.0000000,Fair
103228,5B2BC640-768A-47C9-808B-E32437ACDE82,08323020-BBC3-4AA6-9D6E-27A12C094C09,POINT(-74.07488554975724 40.62513555377968),"{'type': 'Point', 'coordinates': [-74.07488554975724, 40.62513555377968]}",Quercus ellipsoidalis - northern pin oak,2015-03-16 04:00:00.0000000,Good
91624,2ADD717B-E5B0-4C32-80CF-A68A9C4B1EC3,09AC76E0-89DD-4551-8FC7-D31CEB4E46D7,POINT(-74.13081967432801 40.60130273115864),"{'type': 'Point', 'coordinates': [-74.13081967432801, 40.60130273115864]}",Acer saccharinum - silver maple,2015-04-08 10:39:00.0000000,Unknown
88824,182F6647-D9C1-4A45-ADA0-9ADEFD1ECC60,4796B64F-906C-4345-A4E9-5CD6133642F8,POINT(-73.98032166282525 40.7429106380851),"{'type': 'Point', 'coordinates': [-73.98032166282525, 40.7429106380851]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-04 05:00:00.0000000,Dead
103233,BB515223-21BA-4A20-8783-9E0B58B3BF48,CDD7374E-948E-47D1-B140-6F330159FEA8,POINT(-74.09089199416383 40.62591265447835),"{'type': 'Point', 'coordinates': [-74.09089199416383, 40.62591265447835]}",Aesculus hippocastanum - horse chestnut,2015-03-16 04:00:00.0000000,Fair
103253,B5555A81-436F-465B-A77C-7A4E3031B1E3,33C65754-C69F-446A-8C57-AEE0B130271F,POINT(-74.09125575758118 40.62334045333577),"{'type': 'Point', 'coordinates': [-74.09125575758118, 40.62334045333577]}",Platanus x acerifolia - London planetree,2015-03-16 04:00:00.0000000,Fair
101233,E8E99325-CCE9-4F24-8FAF-5A0ABD31DB17,34906A1A-F1F1-4670-B8A7-7AB783F9BA76,POINT(-74.07817052931681 40.624065360139056),"{'type': 'Point', 'coordinates': [-74.07817052931681, 40.624065360139056]}",Quercus palustris - pin oak,2015-03-13 04:00:00.0000000,Fair
100437,192EB618-ACA0-4129-8955-A320AF827483,3B598CB9-AF0C-4F45-8E27-EF2F9825B3A9,POINT(-74.0143881920662 40.615385213897035),"{'type': 'Point', 'coordinates': [-74.0143881920662, 40.615385213897035]}",Quercus palustris - pin oak,2015-03-13 04:00:00.0000000,Unknown
89632,EB0B3E3B-03D8-4059-A04E-31D6F7AC4E3E,8B439710-A036-411D-810D-EFDCE9ADDF5B,POINT(-73.94205282678769 40.67180199561143),"{'type': 'Point', 'coordinates': [-73.94205282678769, 40.67180199561143]}",Platanus x acerifolia - London planetree,2015-03-04 05:00:00.0000000,Poor
89628,55904A02-F199-4FFE-9769-3BB71C6464FC,7E294FBE-2F67-45FF-806B-DC9C381CB81B,POINT(-73.83901206486087 40.650553920876206),"{'type': 'Point', 'coordinates': [-73.83901206486087, 40.650553920876206]}",Pyrus calleryana - Callery pear,2015-03-04 05:00:00.0000000,Fair
100436,27B3D67E-FBBB-485A-8AE0-9CAF8E2D8D72,FAC1645B-DC6B-44CB-9630-75AD15CB61D0,POINT(-74.07621479187468 40.62469264647751),"{'type': 'Point', 'coordinates': [-74.07621479187468, 40.62469264647751]}",Betula alleghaniensis - yellow birch,2015-03-13 04:00:00.0000000,Fair
99224,44C30F24-A35D-4589-91BC-5D7D3831B622,DC245802-CFDC-43D4-9BB6-0D4C9E513DE2,POINT(-73.92845842004009 40.67217588522515),"{'type': 'Point', 'coordinates': [-73.92845842004009, 40.67217588522515]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-12 04:00:00.0000000,Unknown
103259,D523E530-5BB6-41F2-BCDC-36E3E8556DF6,0572D883-0E86-4CB3-BBB4-A156C8BD9CE8,POINT(-74.09307181063477 40.62326462730066),"{'type': 'Point', 'coordinates': [-74.09307181063477, 40.62326462730066]}",Pyrus calleryana - Callery pear,2015-03-16 04:00:00.0000000,Good
99226,4E8CF01F-09A4-419E-979D-DB7B7CF349EB,A8AF2779-7B4F-48D9-BB6E-7353E61828DD,POINT(-74.12101506641781 40.577161343910554),"{'type': 'Point', 'coordinates': [-74.12101506641781, 40.577161343910554]}",Quercus palustris - pin oak,2015-04-17 10:31:00.0000000,Fair
103231,BFC5DB7C-2B86-4AA4-98F8-4AB592EB8356,F060D29F-1AE4-4064-AE5C-A43C28EFEB3E,POINT(-74.08863347248588 40.624479572239316),"{'type': 'Point', 'coordinates': [-74.08863347248588, 40.624479572239316]}",Pyrus calleryana - Callery pear,2015-03-16 04:00:00.0000000,Fair
96032,89D9E230-A86D-41AE-83F4-ACFE7AF7C559,026741F0-9E70-4ABF-BF84-740E3C184AE3,POINT(-73.74539068827976 40.72464046108341),"{'type': 'Point', 'coordinates': [-73.74539068827976, 40.72464046108341]}",Acer saccharinum - silver maple,2015-03-11 04:00:00.0000000,Good
101638,3E26B820-E2F7-427B-8AC0-E0E398B3323F,1CAF7E57-3ED1-42F4-AE58-C2865BCF0C24,POINT(-73.80553447311532 40.76905209595379),"{'type': 'Point', 'coordinates': [-73.80553447311532, 40.76905209595379]}",Acer platanoides - Norway maple,2015-03-13 04:00:00.0000000,Fair
98824,26748529-31B9-454C-AF8D-C139C47C08CB,0989961B-1F3A-4953-AA99-F87402A19F92,POINT(-73.94575552807756 40.64152275155537),"{'type': 'Point', 'coordinates': [-73.94575552807756, 40.64152275155537]}",Acer saccharinum - silver maple,2015-03-12 04:00:00.0000000,Poor
101229,B9BF25F2-B436-4D54-AE20-CC76654E55AC,DDA40C20-4079-47AA-AF47-28AD8E96681B,POINT(-74.0776064553893 40.623512948657876),"{'type': 'Point', 'coordinates': [-74.0776064553893, 40.623512948657876]}",Prunus serrulata - Japanese flowering cherry,2015-03-13 04:00:00.0000000,Fair
100825,FC95CC74-A58F-4BB1-A294-77A2FA263AD1,8D256C3A-B469-453E-AEBB-501042D7809E,POINT(-74.07603700899739 40.62397922988397),"{'type': 'Point', 'coordinates': [-74.07603700899739, 40.62397922988397]}",Pyrus calleryana - Callery pear,2015-03-13 04:00:00.0000000,Fair
101228,33C178D5-4006-48EF-88F9-2C01372185D1,8B5A8AEC-48DC-4F9F-A303-E8FF23CEA779,POINT(-74.07742514816836 40.62368618149827),"{'type': 'Point', 'coordinates': [-74.07742514816836, 40.62368618149827]}",Platanus x acerifolia - London planetree,2015-03-13 04:00:00.0000000,Fair
103229,39E9C405-54FC-4EF4-BEB4-BB9C6DFFB2FC,554A8D7C-11A8-4F4C-8627-6A7D52A59FAB,POINT(-74.08859623097244 40.62282207126434),"{'type': 'Point', 'coordinates': [-74.08859623097244, 40.62282207126434]}",Platanus x acerifolia - London planetree,2015-03-16 04:00:00.0000000,Good
90023,DBC215C9-8576-44BF-AD2C-1CEEC8402A04,CAEE2FF2-EE07-40CC-847E-A554DA5C0D2E,POINT(-74.13087135501982 40.60657972580521),"{'type': 'Point', 'coordinates': [-74.13087135501982, 40.60657972580521]}",Acer platanoides - Norway maple,2015-03-04 05:00:00.0000000,Dead
96028,C154AB18-EFE9-44AF-A615-59D675C21EE7,81408ADA-E137-48C1-9536-76CEEE5D49A0,POINT(-74.07195015341186 40.6109781192889),"{'type': 'Point', 'coordinates': [-74.07195015341186, 40.6109781192889]}",Quercus palustris - pin oak,2015-03-11 04:00:00.0000000,Poor
103224,E7696ACC-AFE6-4AE1-B1CC-F739AC36C6FC,47421A1F-203A-4D54-BD99-149C29CBD11B,POINT(-74.07726539433347 40.62450216116115),"{'type': 'Point', 'coordinates': [-74.07726539433347, 40.62450216116115]}",Prunus serrulata 'Not Green leaf' - 'Not Green leaf' Japanese flowering cherry,2015-03-16 04:00:00.0000000,Good
96024,1CC1D1DB-E74D-4F23-B34D-116A3677D228,60EA9E6B-DC66-4FEC-BF73-737BBF6F2E6B,POINT(-74.06261051819232 40.60950169918544),"{'type': 'Point', 'coordinates': [-74.06261051819232, 40.60950169918544]}",Acer - maple,2015-03-11 04:00:00.0000000,Poor
99225,DB3E6061-887F-4341-BC56-8782C61FED47,9B9B49E0-33DF-4DCD-918B-824E767E1760,POINT(-74.12097976296101 40.57447104552291),"{'type': 'Point', 'coordinates': [-74.12097976296101, 40.57447104552291]}",Acer saccharinum - silver maple,2015-03-12 04:00:00.0000000,Dead
101623,439C8874-D482-49EC-BC5E-DF566ECC530E,5165566A-F4A3-4462-9D8B-9DCE1D796B74,POINT(-74.07588581862021 40.62413771112343),"{'type': 'Point', 'coordinates': [-74.07588581862021, 40.62413771112343]}",Platanus x acerifolia - London planetree,2015-03-13 04:00:00.0000000,Fair
92423,AF2DD244-1122-4BBB-B5FC-83E1CDFD3CD7,A25C0602-5BC6-478E-9DEF-7043F23C3454,POINT(-73.72637966552335 40.725722061420996),"{'type': 'Point', 'coordinates': [-73.72637966552335, 40.725722061420996]}",Cercis canadensis - eastern redbud,2015-03-09 04:00:00.0000000,Good
89223,8717EC83-F165-495A-A1AA-1064173A681F,ED1D6BF0-C0E7-49BB-9A1A-85CBF8558ACD,POINT(-73.96597434089155 40.795164007783804),"{'type': 'Point', 'coordinates': [-73.96597434089155, 40.795164007783804]}",Zelkova serrata - Japanese zelkova,2015-03-04 05:00:00.0000000,Critical
98023,2A265E5C-028E-4C77-953F-BC4229FFB16C,D62C0BBD-F7A1-4159-A5DF-C3F6819A0F05,POINT(-73.94788648453375 40.72148877788772),"{'type': 'Point', 'coordinates': [-73.94788648453375, 40.72148877788772]}",Gleditsia triacanthos var. inermis - Thornless honeylocust,2015-03-11 04:00:00.0000000,Good
101234,1D3E681A-CC31-458D-AB2A-9C795E2A34E4,4C05623B-BB22-445E-96D5-87BF37703C80,POINT(-74.07822025350946 40.62446858711208),"{'type': 'Point', 'coordinates': [-74.07822025350946, 40.62446858711208]}",Acer - maple,2015-03-13 04:00:00.0000000,Good
